Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Rhopalopsyllus cacicus Jordan & Rothschild, 1908",,,,,Slide,Neotropical,Guatemala,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/28/2016 18:00,http://n2t.net/ark:/65665/3227dc390-83f4-4a7d-9a8c-2a56023ee770
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Pulex (Pulex) simulans Baker, 1895",,,,,Slide,Nearctic; Neotropical,"Guatemala; Mexico; Panama; United States (California, Kansas, Nebraska, North Carolina, Oklahoma, Texas); Venezuela",,,,,,,,,,,381,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/3b83947ca-ec48-48e3-9160-98a829a7ee5c
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Pulex (Pulex) sinoculus Traub, 1950",,,,,Slide,Neotropical,Guatemala,,,,,,,,,,,14,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/28/2016 18:00,http://n2t.net/ark:/65665/3d144a8e6-27c3-4b71-b181-fbe803e155bf
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus fasciatus,,,,,Slide,Afrotropical; Nearctic; Palaearctic,"Hungary; United States (Arkansas, California, Washington); Zimbabwe",,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/7/2016 20:22,http://n2t.net/ark:/65665/3c8d78f88-359e-47ed-b9b9-ee5c7e558705
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) congener congener Rothschild, 1907",,,,,Slide,Palaearctic,Hungary,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:45,http://n2t.net/ark:/65665/3767d25c6-c569-418b-a436-eac47ee6ba85
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Spalacoctenophthalmus) caucasicus (Taschenberg, 1880)",,,,,Slide,Palaearctic,Hungary,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 17:34,http://n2t.net/ark:/65665/39bf3270b-7ee7-46ce-88e4-9d1e689867d4
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Doratopsylla dasycnema dasycnema (Rothschild, 1897)",,,,,Slide,Palaearctic,Hungary,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 17:36,http://n2t.net/ark:/65665/3a6aa284a-ef7e-4cf7-81e3-c7169e3a5677
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,"Lentistivalius (Lentistivalius) ferinus (Rothschild, 1908)",,,,,Slide,Oriental; Palaearctic,India; Pakistan; Sri Lanka,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 20:42,http://n2t.net/ark:/65665/3c79f2f0d-1789-4e9f-854c-46ab3df26055
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,"Stivalius ahalae (Rothschild, 1904)",,,,,Slide,Oriental,India,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/4/2017 16:27,http://n2t.net/ark:/65665/369de092b-0d02-48e2-9113-4f16c0c1c5a9
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,Stivalius aporus,,,,,Slide,Oriental,India,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/4/2017 16:28,http://n2t.net/ark:/65665/3f68347e5-710a-4f64-a678-a5b1816d6729
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Neopsylla musseri Beaucournu & Durden, 1999",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 18:09,http://n2t.net/ark:/65665/30dd2f14d-a618-49c9-9945-658661b3f49f
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Sigmactenus sulawesiensis Durden & Beaucournu, 2000",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/3825f8967-c233-4a9d-bc94-2d15867d622b
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Sigmactenus timorensis Durden & Beaucournu, 2000",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/3184fba85-9485-4a3b-88cf-e549267e1e7d
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Sigmactenus alticola crassinavis Durden & Beaucournu, 2000",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,10,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/33de0e3ef-a3d9-49a5-b8ca-6e8d37bc1b67
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Sigmactenus alticola pilosus Durden & Beaucournu, 2000",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,89,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/3eb7da2e8-bc75-4c40-be10-1001ffa8d930
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Medwayella robinsoni bogora Traub, 1972",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/350f041e7-db52-46f7-a6c0-f5d97fb57c7c
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Thaumapsylla breviceps Rothschild, 1907",,,,,Slide,Afrotropical; Oriental; Palaearctic,Indonesia; Kenya; Malaysia; Nepal; New Guinea; Pakistan; Philippines; South Africa; Taiwan,,,,,,,,,,,41,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/34eb410e8-771b-4d7f-bb7a-afe873e13505
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Thaumapsylla longiforceps Traub, 1951",,,,,Slide,Oriental,Indonesia; New Guinea; Philippines,,,,,,,,,,,23,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 21:42,http://n2t.net/ark:/65665/32d9db2e0-03bd-4ce8-b297-19aa2acaa00f
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Cratynius (Cratynius) bartelsi Jordan, 1933",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 21:42,http://n2t.net/ark:/65665/350770ad0-87f0-4aca-9367-50dce667c688
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Rothschildiana kopsteini (Jordan, 1931)",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,10,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 21:41,http://n2t.net/ark:/65665/3274ff633-2dd7-4608-948e-6041b146a31e
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,"Stivalius cognatus cognatus Jordan & Rothschild, 1922",,,,,Slide,Oriental,Indonesia,,,,,,,,,,,61,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 21:42,http://n2t.net/ark:/65665/3a5c4925f-b9eb-4687-94a3-eb9856e5b16c
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,Stivalius cognatus,,,,,Slide,Oriental,Indonesia,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 21:42,http://n2t.net/ark:/65665/3b3bbadb9-ae49-4ad6-bcd8-1061b9e005a8
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Callopsylla (Callopsylla) caspia tiflovi Wagner, 1936",,,,,Slide,Palaearctic,Iran; Pakistan,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 20:42,http://n2t.net/ark:/65665/3ad7a6571-bc08-480e-a07a-1c61693a2ba9
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Nosopsyllus (Gerbillophilus) pringlei Hubbard, 1956",,,,,Slide,Palaearctic,Iran; Libya,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 16:19,http://n2t.net/ark:/65665/384a6e851-ca97-4908-b49c-d7ef5552b2c2
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus (Gerbillophilus) unidentified,,,,,Slide,Palaearctic,Iran,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:31,http://n2t.net/ark:/65665/30486e6eb-778d-4671-8b84-e0052f030f59
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Amphipsylla schelkovnikovi Wagner, 1909",,,,,Slide,Palaearctic,Iran; Pakistan,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 20:43,http://n2t.net/ark:/65665/334b9d439-9fce-48ab-8764-98ed90958a37
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,Caenopsylla laptevi,,,,,Slide,Palaearctic,Iran,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:31,http://n2t.net/ark:/65665/3c10ab2fc-2f3b-4839-b654-815ec21988a3
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Leptopsylla (Leptopsylla) nana Argyropulo, 1946",,,,,Slide,Palaearctic,Iran; Pakistan,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 20:43,http://n2t.net/ark:/65665/37be24b58-d091-4157-91da-67cbd245aa5a
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Mesopsylla eucta eucta Dampf, 1910",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:31,http://n2t.net/ark:/65665/3d238fb7e-21a8-4778-9f26-6820eb5536b4
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Peromyscopsylla tikhomirovae (Ioff, 1946)",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:31,http://n2t.net/ark:/65665/3f6280106-29a0-4655-86d5-b01246871bd8
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) iranus persicus Smit, 1960",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:30,http://n2t.net/ark:/65665/3ee693b6a-e67c-4c62-97cc-653c5d516f5a
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Wagneria schelkovnikovi Ioff & Argyropulo, 1934",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 19:49,http://n2t.net/ark:/65665/3fc0aac1a-82a2-4165-b80c-d7f4fbdafe08
,,Species Inventory,Insecta,Siphonaptera,Coptopsyllidae,"Coptopsylla trigona Ioff, 1946",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:30,http://n2t.net/ark:/65665/38ce04f4d-2372-4436-a657-9b81a3352408
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla buxtoni Jordan, 1949",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,26,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:30,http://n2t.net/ark:/65665/3cd026485-431f-4bef-8959-3a8d0afc3b69
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla conformis conformis (Wagner, 1903)",,,,,Slide,Afrotropical; Palaearctic,[Not Stated] (USSR); Iran; Iraq; Kenya; Pakistan,,,,,,,,,,,93,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/18/2016 20:42,http://n2t.net/ark:/65665/323ccc972-cfbd-4c8f-9ab3-c66230297ec7
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla nuttalli Ioff, 1930",,,,,Slide,Palaearctic,Iran,,,,,,,,,,,55,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 17:30,http://n2t.net/ark:/65665/384565951-72ef-4c2e-a6e5-81af7a5753e3
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla persica Ioff, 1946",,,,,Slide,Australasian; Palaearctic,Iran; New Guinea,,,,,,,,,,,12,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 20:39,http://n2t.net/ark:/65665/36da4d4ec-80b6-4b9f-87dd-b8565e312001
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Ceratophyllus (Emmareus) borealis Rothschild, 1907",,,,,Slide,Palaearctic,Ireland; Scotland; Switzerland,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/28/2016 17:51,http://n2t.net/ark:/65665/3d8bd5628-cb6b-4757-b0b5-f9df29d04a19
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Ceratophyllus (Emmareus) columbae (Gervais, 1844)",,,,,Slide,Palaearctic,Ireland,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/28/2016 17:51,http://n2t.net/ark:/65665/3d020bce7-0027-44f3-ab32-9e002575b357
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Ornithopsylla laetitiae Rothschild, 1908",,,,,Slide,Palaearctic,Ireland,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/28/2016 17:03,http://n2t.net/ark:/65665/330ab1dcf-2ebe-4234-99b8-dbafd99c9fcc
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Rhadinopsylla golana Lewis & Burt, 1973",,,,,Slide,Palaearctic,Israel,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,12/7/2016 20:00,http://n2t.net/ark:/65665/3d60244e7-e888-44de-ac5b-33fc29eceb04
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Echidnophaga murina (Tiraboschi, 1903)",,,,,Slide,Palaearctic,Israel,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/7/2016 20:23,http://n2t.net/ark:/65665/3c0096d86-04bf-46d5-b502-2f802675356e
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Ceratophyllus unidentified,,,,,Slide,Afrotropical; Nearctic; Neotropical; Palaearctic,"Italy; Mexico; Senegal; Siberia; United States (Idaho, Michigan, Minnesota, Montana, Oklahoma, Oregon, Texas, Washington, Wyoming)",,,,,,,,,,,118,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:19,http://n2t.net/ark:/65665/317f43588-aedb-4f69-8ab8-cb5d5b01ca10
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Palaeopsylla nippon Jameson & Kumada, 1953",,,,,Slide,Palaearctic,Japan,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 18:38,http://n2t.net/ark:/65665/39a22ac5b-9427-4186-90c4-ed8657b7b2ac
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Neopsylla sasai Jameson & Kumada, 1953",,,,,Slide,Palaearctic,Japan,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 18:38,http://n2t.net/ark:/65665/30955c058-e60f-4a28-9562-90bf73f51fa8
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Ceratophyllus (Ceratophyllus) fringillae (Walker, 1856)",,,,,Slide,Palaearctic,Japan; Serbia; Switzerland,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:38,http://n2t.net/ark:/65665/34d2cdb6c-1881-44a1-bbdd-67e28805cd11
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Ceratophyllus (Ceratophyllus) farreni chaoi Smit & Allan, 1955",,,,,Slide,Oriental; Palaearctic,Japan; Taiwan,,,,,,,,,,,55,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:38,http://n2t.net/ark:/65665/3c0c83034-e7c5-4297-9e50-047b762ab8f4
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Peromyscopsylla takahasii takahasii Ono & Hasegawa, 1955",,,,,Slide,Palaearctic,Japan,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:38,http://n2t.net/ark:/65665/381397671-e9d4-4286-b447-68b330e0512f
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Neopsylla setosa setosa (Wagner, 1898)",,,,,Slide,Palaearctic,Jordan; Russia,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:17,http://n2t.net/ark:/65665/3293929f9-b6ff-4c3e-82bd-455025be1598
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Procaviopsylla procaviae,,,,,Slide,Afrotropical,Kenya; Tanzania,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,12/9/2016 17:03,http://n2t.net/ark:/65665/324c2dd6f-1361-4334-a31f-3893688d8398
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Thaumapsylla dina Jordan, 1937",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/3382ad65e-4d1e-4921-91bd-d258b266837d
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,Leptopsylla (Leptopsylla) aethiopica,,,,,Slide,Afrotropical,Kenya; Uganda,,,,,,,,,,,29,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:41,http://n2t.net/ark:/65665/36627fbfd-29c1-45a9-9c6b-06b9192da032
,,Species Inventory,Insecta,Siphonaptera,Xiphiopsyllidae,"Xiphiopsylla lippa lippa Jordan, 1933",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/392454b64-efb3-47a3-96b8-feb5f9d8b8f0
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) acanthurus Jordan & Rothschild, 1913",,,,,Slide,Afrotropical,Kenya; Tanzania,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/3b3520efc-4a67-4dc2-80a7-9ffcea11c054
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus (Ethioctenophthalmus) cophurus,,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/3c23955bb-087d-4476-ba0e-d53b713cdde8
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) eumeces Jordan & Rothschild, 1913",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/305e30709-bef0-4ff2-a30a-542e05b5a964
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) evidens modicus Jordan, 1933",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/348f24a2d-65a6-4e1c-99e4-80c89d082eeb
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) eximius Jordan & Rothschild, 1913",,,,,Slide,Afrotropical,Kenya; Tanzania; Zaire,,,,,,,,,,,34,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/332fdd2ae-5c08-4916-835b-565498dae38b
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla dolosa Rothschild, 1907",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:04,http://n2t.net/ark:/65665/3e41cbe83-c7fa-4de5-99fe-6266d01650e0
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Moeopsylla sjoestedti Rothschild, 1908",,,,,Slide,Afrotropical,Kenya; Rhodesia,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/342a36ace-9e94-4c51-9e1f-9c60bff97b75
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Pariodontis riggenbachi Costa Lima, 1940",,,,,Slide,Afrotropical; Palaearctic,Kenya; Morocco; South Africa,,,,,,,,,,,36,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3f64ac82c-e19f-4262-940d-e2717c8eae97
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla crinita Jordan & Rothschild, 1922",,,,,Slide,Afrotropical,Kenya; Tanzania,,,,,,,,,,,81,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/3b426dc9b-8550-45ea-be4d-cd475ec3dd64
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla humilis Jordan, 1925",,,,,Slide,Afrotropical,Kenya; Tanzania,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/38bce3986-5f84-4580-b3ca-bd3f0aa94b5f
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla robertsi Jordan, 1936",,,,,Slide,Afrotropical,Kenya,,,,,,,,,,,25,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:09,http://n2t.net/ark:/65665/3b25506f5-daba-4a9a-8926-ffe07c31b9a8
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Nycteridopsylla sakagutii Jameson & Suyemoto, 1955",,,,,Slide,Oriental,Korea,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,12/2/2016 21:16,http://n2t.net/ark:/65665/3d555aadd-639e-4e3a-85ac-5107469a9762
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,Myodopsylla unidentified,,,,,Slide,Nearctic; Neotropical; Palaearctic,"Korea; Mexico; United States (Arizona, California, Texas)",,,,,,,,,,,37,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:21,http://n2t.net/ark:/65665/39eab9587-e2d4-462b-a81a-c20d6fae460e
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Rhadinopsylla (Actenophthalmus) concava Ioff & Tiflov, 1946",,,,,Slide,Oriental,Korea,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/2/2016 21:16,http://n2t.net/ark:/65665/3bcb6006c-e1f2-40a2-87d4-fcea02ee2c45
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus (Euctenophthalmus) congener,,,,,Slide,Oriental,Korea,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/2/2016 21:15,http://n2t.net/ark:/65665/35c4500c3-9363-4d69-a66f-a0e52180e709
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) congeneroides congeneroides Wagner, 1930",,,,,Slide,Oriental,Korea,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/2/2016 21:15,http://n2t.net/ark:/65665/3fb26cd2e-c242-4726-8ce1-70ecd40c96eb
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Stenoponia sidimi Marikovskiy, 1935",,,,,Slide,Oriental,Korea,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/2/2016 21:16,http://n2t.net/ark:/65665/3b9a38457-a236-44a7-ae4c-203038c1dd95
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Neopsylla dispar,,,,,Slide,Oriental,Laos,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/6/2017 15:24,http://n2t.net/ark:/65665/3ab985053-3f43-4a58-8316-11c7064abb2f
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chiastopsylla rossi (Waterston, 1909)",,,,,Slide,Afrotropical,Lesotho; South Africa,,,,,,,,,,,402,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/33c16f067-4f8c-49d6-8e4f-4f93a5c72c02
