Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis francisi rockwoodi Hubbard, 1942",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3357d63dd-b34c-4b83-8e57-65317f43f75b
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis francisi sierrae Stark, 1970",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/319b03daa-75a3-438a-a308-b867d42c6bce
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis pandorae jellisoni Hubbard, 1940",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3ab05e079-884d-4cf0-999f-e1cb61a2c658
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis spenceri alpinus Stark, 1957",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3f24c2198-cf3b-4e95-a2f8-e18341356a07
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis spenceri spenceri Wagner, 1936",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/32dc41eac-92f7-4a6d-a24f-1bbf31915bde
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Araeopsylla scitula (Rothschild, 1909)",,,,,Slide,,,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3447fd0c2-6015-4d73-929e-6ab19c479399
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,Araeopsylla unidentified,,,,,Slide,,,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/304a61297-6272-47f9-9fe6-d4be2e567284
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Ischnopsyllus (Ischnopsyllus) octatenus (Kolenati, 1856)",,,,,Slide,,,,,,,,,,,,,11,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/39c2d65f8-f196-4a04-8a3a-21ec55156c83
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla incerta (Rothschild, 1900)",,,,,Slide,,,,,,,,,,,,,516,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/303311a44-0583-4dc4-88cb-b196268ec2ef
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Myodopsylla wolffsohni salvasis Jordan, 1931",,,,,Slide,,,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/31b371ffa-924b-41b5-802a-dd2b5fcea79b
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Nycteridopsylla eusarea Dampf, 1908",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/3e3aad27e-c35a-4ccb-bbf6-f3d078b34eac
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Rhinolophopsylla capensis Jordan & Rothschild, 1921",,,,,Slide,,,,,,,,,,,,,18,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/351d66332-45cb-4d71-aed6-768e17149d07
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Rhinolophopsylla unipectinata arabs Jordan & Rothschild, 1921",,,,,Slide,,,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/301526e91-37f2-492d-b1c0-57d0dc3a1e30
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Rhinolophopsylla unipectinata unipectinata (Taschenberg, 1880)",,,,,Slide,,,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/35d9f6e99-cc56-4dac-80cd-540914d87a85
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Acropsylla episema episema Rothschild, 1911",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/3c70c0b5a-7f53-4311-b2f7-7c2e1ae13e7f
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Eumolpianus eumolpi eumolpi (Rothschild, 1905)",,,,,Slide,Nearctic,"Canada (British Columbia, Yukon); United States (Alberta, Arizona, California, Colorado, Idaho, Michigan, Montana, Nebraska, Nevada, New Mexico, North Dakota, Oregon, South Dakota, Utah, Wisconsin, Wyoming)",,,,,,,,,,,847,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:19,http://n2t.net/ark:/65665/3c5c43a7c-a4c7-467e-82bc-01d0c43b758f
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Macrostylophora probata (Jordan & Rothschild, 1922)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:52,http://n2t.net/ark:/65665/3564f8530-5598-48a7-8a6e-1ef8a719a511
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Megabothris (Megabothris) asio megacolpus (Jordan, 1929)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:52,http://n2t.net/ark:/65665/3bb828e97-4872-47d9-9451-41a80a79eca0
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus (Gerbillophilus) laeviceps,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:53,http://n2t.net/ark:/65665/37a2bca43-2617-4e21-a454-41280cdc0dcc
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus unidentified,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:54,http://n2t.net/ark:/65665/341068b19-9f30-4fed-873a-6543cdad259b
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Opisodasys (Sciuropsylla) hollandi Traub, 1947",,,,,Slide,,,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:54,http://n2t.net/ark:/65665/3457e471f-ff00-445f-bb7c-139db84e7eec
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Oropsylla (Oropsylla) ilovaiskii Wagner & Ioff, 1926",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:55,http://n2t.net/ark:/65665/3f28cb9e3-b18e-45fe-bcca-457abd97dd6f
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Oropsylla (Oropsylla) silantiewi (Wagner, 1898)",,,,,Slide,,,,,,,,,,,,,11,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/3cb18f9a6-d29b-4632-87e3-a4a73b1fed50
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Paraceras melis flabellum Wagner, 1916",,,,,Slide,,,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/3603c5a22-0718-4faa-bf27-4a2a3f9870dd
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis equatoris (Jordan, 1933)",,,,,Slide,,,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/3afc791bd-ff3e-422a-8034-25440c70f880
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis parus (Traub, 1950)",,,,,Slide,,,,,,,,,,,,,23,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/3bae2d193-69cd-40db-bb0b-58013d632b2d
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis ponsi (Barrera, 1955)",,,,,Slide,,,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/396dd9b38-68d3-4cb4-b7a9-49707ed65e5d
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis sibynus jordani (Barrera, 1955)",,,,,Slide,,,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:56,http://n2t.net/ark:/65665/30f06614b-98db-4758-ba71-72d433aa90b8
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Plusaetis sibynus,,,,,Slide,,,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:57,http://n2t.net/ark:/65665/33a08ed4a-34eb-4170-992a-d73feea0ecc5
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis smiti (Johnson, 1954)",,,,,Slide,,,,,,,,,,,,,275,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:57,http://n2t.net/ark:/65665/35b819bf8-0686-4153-88ad-88fd2abe87f0
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Plusaetis soberoni (Barrera, 1958)",,,,,Slide,,,,,,,,,,,,,24,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:57,http://n2t.net/ark:/65665/31acd6bd4-9a74-4902-b1e5-37df204dd081
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Paradoxopsyllus repandus (Rothschild, 1913)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:02,http://n2t.net/ark:/65665/3bf220637-47c6-4882-ac1b-5135cb07887c
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis aridis arcuatus Stark, 1957",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:57,http://n2t.net/ark:/65665/38e091399-10a6-4964-a2d9-54798e5ba064
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis arizonensis (Baker, 1898)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3ddbb1035-f344-4d63-93e9-902f85ef81a1
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis augustoni Hubbard, 1949",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/377241f30-96f0-4f2d-acc3-cf6552e2a48c
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis bacchi bacchi (Rothschild, 1905)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3da11b809-be4a-46ff-9c30-54104831d121
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis bacchi consimilus Stark, 1957",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3695bd05b-3cc8-41f4-9fec-87354868cc9a
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis bacchi gladiolus (Jordan, 1925)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/350944325-3f62-4568-a8ba-853149363b82
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis bacchi setosis Prince, 1944",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3de6d06a0-6d33-4966-acf9-af787a2b2e12
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Thrassis francisi francisi (Fox, 1927)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/31e7a08d2-dc86-43b7-916e-5dba490b759e
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Chiropteropsylla aegyptia (Rothschild, 1903)",,,,,Slide,,,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/35e88627d-c664-471e-9c45-35b413077d7e
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,Chiropteropsylla unidentified,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:58,http://n2t.net/ark:/65665/3a1efee3c-57d7-4c16-bc65-82a6c4f6b25c
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,Hormopsylla unidentified,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/39fc1d9d7-169b-42f1-9443-172e21dad519
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Ischnopsyllus (Hexactenopsylla) hexactenus (Kolenati, 1856)",,,,,Slide,,,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3398491f2-9ef1-4055-b640-96bb485b316e
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Ischnopsyllus (Ischnopsyllus) consimilis (Wahlgren, 1904)",,,,,Slide,,,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3e8648afe-b80c-4c07-ac08-3070896571c1
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Ischnopsyllus (Ischnopsyllus) elongatus (Curtis, 1832)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3044bdeca-b32f-4e19-a493-25b907d57082
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla anciauxi Smit, 1957",,,,,Slide,,,,,,,,,,,,,216,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3103b4a7e-1c93-40d7-8f8b-2365716dbd84
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla consularis Smit, 1957",,,,,Slide,,,,,,,,,,,,,335,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/37f69fb3b-0613-49aa-a8c9-6b30ada858c2
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla hoogstraali Smit, 1957",,,,,Slide,,,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3a99ddfa1-5810-4025-af70-614286feb03a
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla idae Smit, 1957",,,,,Slide,,,,,,,,,,,,,3418,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/31e102b07-f231-47e3-816d-a3ec972326c4
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla lipsi Smit, 1957",,,,,Slide,,,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3ef4c932a-78a9-4936-9289-01bc1e3f3fdc
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla malayana Beaucournu & Kock, 1994",,,,,Slide,,,,,,,,,,,,,84,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/3ce691497-5ca5-4247-bde1-597346c8bfb4
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla mera Jordan & Rothschild, 1921",,,,,Slide,,,,,,,,,,,,,23,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/336c5801a-3623-4e21-821c-298a61848b3e
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla micula Jordan & Rothschild, 1921",,,,,Slide,,,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/37baf1d39-299e-42a3-9825-e1f7dfc87ea0
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Lagaropsylla obliqua Smit, 1957",,,,,Slide,,,,,,,,,,,,,319,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/35e5243bc-5c01-4a3c-8bf6-561ba88ead3a
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,Lagaropsylla unidentified,,,,,Slide,,,,,,,,,,,,,1193,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/36b4c5b90-f714-45eb-8400-cfa93ce3a788
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Myodopsylla nordina Traub & Hoff, 1951",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 14:59,http://n2t.net/ark:/65665/31e54cea4-23e6-40a7-ac86-59246f46d03e
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Nycteridopsylla longiceps Rothschild, 1908",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:00,http://n2t.net/ark:/65665/3aa3b0d34-731e-4164-bf3f-08bf3aff68bc
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Sigmactenus alticola alticola Traub, 1954",,,,,Slide,,,,,,,,,,,,,32,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:03,http://n2t.net/ark:/65665/39ed1e205-dc85-48dc-937d-6c24d862a759
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Neopsylla sondaica Jordan, 1931",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:04,http://n2t.net/ark:/65665/32d41ba1a-1287-4908-926a-67bfb5d67483
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Palaeopsylla soricis,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:04,http://n2t.net/ark:/65665/35caaa9fc-904c-476c-aac4-58617d249a16
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Anomiopsyllus durangoensis Holland, 1965",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:07,http://n2t.net/ark:/65665/3b534cdf0-97ff-42a3-8104-d1e31a3bac85
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) congeneroides truncus Ioff & Scalon, 1950",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/30dc5a2b4-7ad7-4786-8d09-b35b69c72351
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) iranus iranus Argyropulo, 1935",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/3adf0971b-58ef-438c-a9ea-2504ea5e4014
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) levanticus Lewis, 1964",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/33cde2e1a-18a7-4c24-99ca-490ecaf45e7b
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) orientalis Wagner, 1898",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/3cfbc439e-a250-42a5-96ed-0b0c5b90f268
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Euctenophthalmus) pollex Wagner & Ioff, 1926",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/33798d86d-d555-4a45-9b8c-d6360508730d
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus (Euctenophthalmus) savii,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/34909247c-b868-4b30-8467-0536f3026588
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus (Euctenophthalmus) uncinatus,,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:10,http://n2t.net/ark:/65665/343364aec-843a-4f8a-95ca-013300d1fe83
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Idioctenophthalmus) hopkinsi hopkinsi Hubbard, 1963",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/37d4190fe-05ee-4c02-8a72-858d747c0487
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Idioctenophthalmus) hopkinsi smiti Hubbard, 1967",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/38a9c536d-3222-4d0b-a62f-8e4cc6e2bffe
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Idioctenophthalmus) particularis Berteaux, 1949",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/3d9664c8e-5967-42ce-83be-a3b2c2bef0cc
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Medioctenophthalmus) costai Lewis, 1970",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/3fb62a57a-d8be-4814-b9c8-e0d937a4f026
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Medioctenophthalmus) orphilus dolomiticus Jordan, 1928",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/304fd0f04-47ea-49d3-91bb-3dbd1acf4029
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Metactenophthalmus) wagneri wagneri Tiflov, 1928",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/31aa49f11-59d1-4c09-9bc3-dc72832019bf
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Spalacoctenophthalmus) spalacis Jordan & Rothschild, 1911",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/300e32eb0-0678-4fb8-a3e0-18f38113fba0
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Delotelis telegoni (Rothschild, 1905)",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/3fc02b857-b1e8-4c1d-be18-57df57cdc8ec
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Dinopsyllus) brachypecten Smit, 1951",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/329c0b1a7-bbec-4968-a0e0-a3d67c5f75f7
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Dinopsyllus) echinus Jordan & Rothschild, 1913",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/373839d05-08f4-41a5-912d-a1c9f4cba558
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Dinopsyllus) grypurus Jordan & Rothschild, 1913",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/307a529fb-d8a7-41e1-af14-878b36ad05f0
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Dinopsyllus) longifrons Jordan & Rothschild, 1913",,,,,Slide,,,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,9/30/2014 15:11,http://n2t.net/ark:/65665/32b713aba-cf0b-4581-9db7-6d31fa7ce6a0
