class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Pulicidae,NA,"Canada (Northwest Territories, Ontario); United States (Alaska, Colorado, Florida, Montana, New Hampshire, Oregon, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",356,Euhoplopsyllus,NA,glacialis,lynx,"Baker, 1904,",Euhoplopsyllus glacialis lynx
Insecta,Siphonaptera,Vermipsyllidae,NA,"Canada (British Columbia); United States (Alaska, Montana)","Reviewed, 2011, Submitted by F. Shockley, SI.",357,Chaetopsylla,(Chaetopsylla),setosa,NA,"Rothschild, 1906,",Chaetopsylla setosa
Insecta,Siphonaptera,Ceratophyllidae,NA,"Canada (Ontario); United States (Idaho, Michigan, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",358,Oropsylla,(Oropsylla),eatoni,NA,"Hubbard, 1954,",Oropsylla eatoni
Insecta,Siphonaptera,Pulicidae,NA,Chad; Egypt; Libya; Mauritania; Morocco; Senegal,"Reviewed, 2011, Submitted by F. Shockley, SI.",359,Synosternus,NA,cleopatrae,pyramidis,"Rothschild, 1904,",Synosternus cleopatrae pyramidis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Chile,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",360,Ectinorus,(Ectinorus),mondacai,NA,"Hastriter, 2001,",Ectinorus mondacai
Insecta,Siphonaptera,Malacopsyllidae,NA,Chile,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",361,Phthiropsylla,NA,agenoris,NA,",",Phthiropsylla agenoris
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Chile,"Reviewed, 2011, Submitted by F. Shockley, SI.",362,Ectinorus,(Ectinorus),cocyti,NA,"Rothschild, 1904,",Ectinorus cocyti
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Chile,"Reviewed, 2011, Submitted by F. Shockley, SI.",363,Tetrapsyllus,(Tetrapsyllus),corfidii,NA,"Rothschild, 1904,",Tetrapsyllus corfidii
Insecta,Siphonaptera,Tungidae,NA,Chile,"Reviewed, 2011, Submitted by F. Shockley, SI.",364,Hectopsylla,NA,cypha,NA,"Jordan, 1942,",Hectopsylla cypha
Insecta,Siphonaptera,Ceratophyllidae,NA,China; Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",365,Citellophilus,NA,tesquorum,NA,",",Citellophilus tesquorum
Insecta,Siphonaptera,Ceratophyllidae,NA,"China (Inner Mongolia); Mexico; United States (Arizona, California, Colorado, Nebraska, Nevada, New Mexico, Oregon, Texas, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",366,Oropsylla,(Diamanus),montana,NA,"Baker, 1895,",Oropsylla montana
Insecta,Siphonaptera,Leptopsyllidae,NA,China; Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",367,Frontopsylla,(Frontopsylla),luculenta,NA,"Jordan & Rothschild, 1923,",Frontopsylla luculenta
Insecta,Siphonaptera,Ceratophyllidae,NA,China,"Reviewed, 2011, Submitted by F. Shockley, SI.",368,Amphalius,NA,runatus,runatus,"Jordan & Rothschild, 1923,",Amphalius runatus runatus
Insecta,Siphonaptera,Leptopsyllidae,NA,China,"Reviewed, 2011, Submitted by F. Shockley, SI.",369,Leptopsylla,(Pectinoctenus),pectiniceps,pectiniceps,"Wagner, 1893,",Leptopsylla pectiniceps pectiniceps
Insecta,Siphonaptera,Leptopsyllidae,NA,China,"Reviewed, 2011, Submitted by F. Shockley, SI.",370,Ophthalmopsylla,(Ophthalmopsylla),kukuschkini,NA,"Ioff, 1928,",Ophthalmopsylla kukuschkini
Insecta,Siphonaptera,Leptopsyllidae,NA,China,"Reviewed, 2011, Submitted by F. Shockley, SI.",371,Ophthalmopsylla,(Ophthalmopsylla),praefecta,NA,",",Ophthalmopsylla praefecta
Insecta,Siphonaptera,Hystrichopsyllidae,NA,China; Korea,"Reviewed, 2011, Submitted by F. Shockley, SI.",372,Neopsylla,NA,bidentatiformis,NA,"Wagner, 1893,",Neopsylla bidentatiformis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,China; Korea,"Reviewed, 2011, Submitted by F. Shockley, SI.",374,Rhadinopsylla,(Actenophthalmus),insolita,NA,"Jordan, 1929,",Rhadinopsylla insolita
Insecta,Siphonaptera,Hystrichopsyllidae,NA,China,"Reviewed, 2011, Submitted by F. Shockley, SI.",375,Stenoponia,NA,singularis,NA,"Ioff & Tiflov, 1934,",Stenoponia singularis
Insecta,Siphonaptera,Stephanocircidae,NA,Colombia,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",376,Plocopsylla,NA,thor,NA,",",Plocopsylla thor
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Colombia; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",378,Neotyphlocerus,NA,rosenbergi,NA,"Rothschild, 1904,",Neotyphlocerus rosenbergi
Insecta,Siphonaptera,Leptopsyllidae,NA,Congo; Tanzania,"Reviewed, 2011, Submitted by F. Shockley, SI.",380,Leptopsylla,(Leptopsylla),aethiopica,aethiopica,"Rothschild, 1908,",Leptopsylla aethiopica aethiopica
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Congo; Kenya; Tanzania; Uganda; Zaire,"Reviewed, 2011, Submitted by F. Shockley, SI.",381,Hypsophthalmus,NA,campestris,NA,"Jordan & Rothschild, 1913,",Hypsophthalmus campestris
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo; Kenya; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",382,Ctenophthalmus,(Ethioctenophthalmus),calceatus,cabirus,"Jordan & Rothschild, 1913,",Ctenophthalmus calceatus cabirus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo,"Reviewed, 2011, Submitted by F. Shockley, SI.",383,Ctenophthalmus,(Ethioctenophthalmus),debrauwerei,NA,"Berteaux, 1949,",Ctenophthalmus debrauwerei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo; Zaire,"Reviewed, 2011, Submitted by F. Shockley, SI.",384,Ctenophthalmus,(Ethioctenophthalmus),phyris,NA,"Jordan, 1941,",Ctenophthalmus phyris
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo,"Reviewed, 2011, Submitted by F. Shockley, SI.",386,Dinopsyllus,(Dinopsyllus),apistus,NA,"Jordan & Rothschild, 1913,",Dinopsyllus apistus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo; Kenya; Mozambique; Nigeria; South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",387,Dinopsyllus,(Dinopsyllus),lypusus,NA,"Jordan & Rothschild, 1913,",Dinopsyllus lypusus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Congo,"Reviewed, 2011, Submitted by F. Shockley, SI.",388,Dinopsyllus,(Dinopsyllus),wansoni,NA,"Berteaux, 1947,",Dinopsyllus wansoni
Insecta,Siphonaptera,Stivaliidae,NA,Congo; Tanzania; Uganda,"Reviewed, 2011, Submitted by F. Shockley, SI.",389,Afristivalius,NA,torvus,NA,"Rothschild, 1908,",Afristivalius torvus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,"Costa Rica, El Salvador, Guatemala, Panama, Panama, United States, Venezuela; United States (Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",390,Rhopalopsyllus,NA,saevus,NA,"Jordan & Rothschild, 1923,",Rhopalopsyllus saevus
Insecta,Siphonaptera,Ceratophyllidae,NA,Cuba,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",391,Ceratophyllus,(Ceratophyllus),celsus,apricus,"Jordan, 1929,",Ceratophyllus celsus apricus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Denmark; England; Germany; Netherlands,"Reviewed, 2011, Submitted by F. Shockley, SI.",392,Ctenophthalmus,(Ctenophthalmus),bisoctodentus,bisoctodentus,"Kolenati, 1863,",Ctenophthalmus bisoctodentus bisoctodentus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Denmark; England; Germany; Netherlands; United States (New York),"Reviewed, 2011, Submitted by F. Shockley, SI.",393,Hystrichopsylla,NA,talpae,talpae,"Curtis, 1826,",Hystrichopsylla talpae talpae
Insecta,Siphonaptera,Pulicidae,NA,"Denmark (Greenland); United States (Arizona, Colorado, Kansas, Montana, New Mexico, Oregon, Texas, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",394,Euhoplopsyllus,NA,glacialis,glacialis,"Taschenberg, 1880,",Euhoplopsyllus glacialis glacialis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Ecuado; Mexico; Panama; Trinidad; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",395,Polygenis,NA,dunni,NA,",",Polygenis dunni
Insecta,Siphonaptera,Stephanocircidae,NA,Ecuador,"Reviewed, 2011, Submitted by F. Shockley, SI.",396,Plocopsylla,NA,hector,NA,"Jordan, 1931,",Plocopsylla hector
Insecta,Siphonaptera,Ischnopsyllidae,NA,Egypt; Kenya,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",397,Chiropteropsylla,NA,brockmani,NA,",",Chiropteropsylla brockmani
Insecta,Siphonaptera,Leptopsyllidae,NA,Egypt,"Reviewed, 2011, Submitted by F. Shockley, SI.",398,Hopkinsipsylla,NA,occulata,NA,",",Hopkinsipsylla occulata
Insecta,Siphonaptera,Leptopsyllidae,NA,Egypt; Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",399,Mesopsylla,NA,tuschkan,tuschkan,"Wagner & Ioff, 1926,",Mesopsylla tuschkan tuschkan
Insecta,Siphonaptera,Leptopsyllidae,NA,Egypt,"Reviewed, 2011, Submitted by F. Shockley, SI.",400,Mesopsylla,NA,tuschkan,propinacta,"Traub & Evans, 1967,",Mesopsylla tuschkan propinacta
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Egypt,"Reviewed, 2011, Submitted by F. Shockley, SI.",402,Stenoponia,NA,tripectinata,acmaea,"Jordan, 1958,",Stenoponia tripectinata acmaea
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Yemen,"Reviewed, 2011, Submitted by F. Shockley, SI.",404,Parapulex,NA,chephrenis,NA,"Rothschild, 1903,",Parapulex chephrenis
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Ghana; Iran; Iraq; Libya; Mauritania; Pakistan; Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",405,Synosternus,NA,cleopatrae,cleopatrae,"Rothschild, 1903,",Synosternus cleopatrae cleopatrae
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Yemen,"Reviewed, 2011, Submitted by F. Shockley, SI.",406,Xenopsylla,NA,conformis,mycerini,"Rothschild, 1904,",Xenopsylla conformis mycerini
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Yemen,"Reviewed, 2011, Submitted by F. Shockley, SI.",407,Xenopsylla,NA,dipodilli,NA,"Smit, 1960,",Xenopsylla dipodilli
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Ethiopia,"Reviewed, 2011, Submitted by F. Shockley, SI.",408,Xenopsylla,NA,nilotica,NA,"Jordan & Rothschild, 1908,",Xenopsylla nilotica
Insecta,Siphonaptera,Pulicidae,NA,Egypt; Libya; Morocco; Senegal,"Reviewed, 2011, Submitted by F. Shockley, SI.",409,Xenopsylla,NA,ramesis,NA,"Rothschild, 1904,",Xenopsylla ramesis
Insecta,Siphonaptera,Pulicidae,NA,Egypt,"Reviewed, 2011, Submitted by F. Shockley, SI.",410,Xenopsylla,NA,taractes,NA,"Jordan & Rothschild, 1913,",Xenopsylla taractes
Insecta,Siphonaptera,Ceratophyllidae,NA,"England; Ireland; Panama; United States (California, Oregon, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",412,Dasypsyllus,NA,gallinulae,NA,",",Dasypsyllus gallinulae
Insecta,Siphonaptera,Ceratophyllidae,NA,England; Ireland; Japan; Scotland,"Reviewed, 2011, Submitted by F. Shockley, SI.",413,Ceratophyllus,(Ceratophyllus),farreni,farreni,"Rothschild, 1905,",Ceratophyllus farreni farreni
Insecta,Siphonaptera,Ceratophyllidae,NA,England; Ireland,"Reviewed, 2011, Submitted by F. Shockley, SI.",414,Ceratophyllus,(Ceratophyllus),vagabundus,insularis,"Rothschild, 1906,",Ceratophyllus vagabundus insularis
Insecta,Siphonaptera,Ceratophyllidae,NA,England; Germany; Netherlands,"Reviewed, 2011, Submitted by F. Shockley, SI.",415,Ceratophyllus,(Ceratophyllus),hirundinis,NA,"Curtis, 1826,",Ceratophyllus hirundinis
Insecta,Siphonaptera,Ceratophyllidae,NA,England; Ireland; Scotland; United States (California); Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",416,Dasypsyllus,(Dasypsyllus),gallinulae,gallinulae,"Dale, 1878,",Dasypsyllus gallinulae gallinulae
Insecta,Siphonaptera,Leptopsyllidae,NA,England,"Reviewed, 2011, Submitted by F. Shockley, SI.",417,Peromyscopsylla,NA,silvatica,NA,"Meinert, 1896,",Peromyscopsylla silvatica
Insecta,Siphonaptera,Hystrichopsyllidae,NA,[Not Stated] ((Europe)); England; France; Germany; Hungary; Switzerland,"Reviewed, 2011, Submitted by F. Shockley, SI.",418,Palaeopsylla,NA,minor,NA,"Dale, 1878,",Palaeopsylla minor
Insecta,Siphonaptera,Hystrichopsyllidae,NA,England; Germany; Hungary,"Reviewed, 2011, Submitted by F. Shockley, SI.",419,Palaeopsylla,NA,soricis,rosickyi,"Smit, 1960,",Palaeopsylla soricis rosickyi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,England,"Reviewed, 2011, Submitted by F. Shockley, SI.",420,Rhadinopsylla,(Actenophthalmus),pentacantha,NA,"Rothschild, 1897,",Rhadinopsylla pentacantha
Insecta,Siphonaptera,Hystrichopsyllidae,NA,England,"Reviewed, 2011, Submitted by F. Shockley, SI.",421,Ctenophthalmus,(Ctenophthalmus),agyrtes,celsicus,"Jordan & Rothschild, 1922,",Ctenophthalmus agyrtes celsicus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,England; Ireland; Scotland; Wales,"Reviewed, 2011, Submitted by F. Shockley, SI.",422,Ctenophthalmus,(Ctenophthalmus),nobilis,nobilis,"Rothschild, 1898,",Ctenophthalmus nobilis nobilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,England; Ireland,"Reviewed, 2011, Submitted by F. Shockley, SI.",423,Typhloceras,NA,poppei,NA,",",Typhloceras poppei
Insecta,Siphonaptera,Pulicidae,NA,England; Germany; Netherlands,"Reviewed, 2011, Submitted by F. Shockley, SI.",424,Archaeopsylla,NA,erinacei,erinacei,"Bouche, 1835,",Archaeopsylla erinacei erinacei
Insecta,Siphonaptera,Pulicidae,NA,England; Kenya,"Reviewed, 2011, Submitted by F. Shockley, SI.",425,Delopsylla,NA,crassipes,NA,"Jordan, 1926,",Delopsylla crassipes
Insecta,Siphonaptera,Pulicidae,NA,England; France; Ireland; Poland,"Reviewed, 2011, Submitted by F. Shockley, SI.",426,Spilopsyllus,NA,cuniculi,NA,"Dale, 1878,",Spilopsyllus cuniculi
Insecta,Siphonaptera,Pulicidae,NA,"England, Germany, Israel, Netherlands, Turkey, United States; United States (District of Columbia)","Reviewed, 2011, Submitted by F. Shockley, SI.",427,Archaeopsylla,NA,erinacei,NA,"Jordan & Rothschild, 1912,",Archaeopsylla erinacei
Insecta,Siphonaptera,Pulicidae,NA,Ethiopia,"Reviewed, 2011, Submitted by F. Shockley, SI.",428,Xenopsylla,NA,cheopis,bantorum,"Jordan, 1938,",Xenopsylla cheopis bantorum
Insecta,Siphonaptera,Hystrichopsyllidae,NA,France,"Reviewed, 2011, Submitted by F. Shockley, SI.",429,Ctenophthalmus,(Ctenophthalmus),apertus,apertus,"Jordan & Rothschild, 1921,",Ctenophthalmus apertus apertus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,France (Kerguelen Islands),"Reviewed, 2011, Submitted by F. Shockley, SI.",430,Parapsyllus,NA,heardi,NA,"Demeillon, 1952,",Parapsyllus heardi
Insecta,Siphonaptera,Vermipsyllidae,NA,France,"Reviewed, 2011, Submitted by F. Shockley, SI.",431,Chaetopsylla,(Chaetopsylla),matina,NA,"Jordan, 1925,",Chaetopsylla matina
Insecta,Siphonaptera,Pygiopsyllidae,NA,France (Kerguelen Islands),"Reviewed, 2011, Submitted by F. Shockley, SI.",432,Notiopsylla,NA,kerguelensis,NA,"Taschenberg, 1880,",Notiopsylla kerguelensis
Insecta,Siphonaptera,Ceratophyllidae,NA,"Germany; Netherlands; Norway; Russia; United States (Alaska, Arizona)","Reviewed, 2011, Submitted by F. Shockley, SI.",433,Amalaraeus,NA,penicilliger,penicilliger,"Grube, 1851,",Amalaraeus penicilliger penicilliger
Insecta,Siphonaptera,Ceratophyllidae,NA,Germany; Ireland; Netherlands; Scotland,"Reviewed, 2011, Submitted by F. Shockley, SI.",434,Ceratophyllus,(Ceratophyllus),styx,styx,"Rothschild, 1920,",Ceratophyllus styx styx
Insecta,Siphonaptera,Ceratophyllidae,NA,Germany,"Reviewed, 2011, Submitted by F. Shockley, SI.",436,Megabothris,(Gebiella),turbidus,NA,"Rothschild, 1909,",Megabothris turbidus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Germany,"Reviewed, 2011, Submitted by F. Shockley, SI.",438,Ctenophthalmus,(Ctenophthalmus),agyrtes,impavidus,"Jordan, 1928,",Ctenophthalmus agyrtes impavidus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Germany,"Reviewed, 2011, Submitted by F. Shockley, SI.",439,Ctenophthalmus,(Euctenophthalmus),assimilis,assimilis,"Taschenberg, 1880,",Ctenophthalmus assimilis assimilis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Germany; Hungary,"Reviewed, 2011, Submitted by F. Shockley, SI.",440,Ctenophthalmus,(Euctenophthalmus),assimilis,NA,",",Ctenophthalmus assimilis
Insecta,Siphonaptera,Vermipsyllidae,NA,Germany; Hungary; Yugoslavia,"Reviewed, 2011, Submitted by F. Shockley, SI.",441,Chaetopsylla,(Chaetopsylla),globiceps,NA,"Taschenberg, 1880,",Chaetopsylla globiceps
Insecta,Siphonaptera,Ischnopsyllidae,NA,Ghana; Togo,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",442,Lagaropsylla,NA,convexus,NA,"Segerman, 1973,",Lagaropsylla convexus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Ghana,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",443,Ctenophthalmus,NA,ghanensis,NA,"Segerman, 1971,",Ctenophthalmus ghanensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Ghana,"Reviewed, 2011, Submitted by F. Shockley, SI.",444,Ctenophthalmus,(Ethioctenophthalmus),moratus,NA,"Jordan, 1926,",Ctenophthalmus moratus
Insecta,Siphonaptera,Pulicidae,NA,Ghana; Mauritania; Senegal; Uganda,"Reviewed, 2011, Submitted by F. Shockley, SI.",445,Ctenocephalides,NA,crataepus,NA,"Jordan, 1925,",Ctenocephalides crataepus
Insecta,Siphonaptera,Stivaliidae,NA,Ghana,"Reviewed, 2011, Submitted by F. Shockley, SI.",446,Afristivalius,NA,nigeriensis,NA,"Jordan, 1938,",Afristivalius nigeriensis
Insecta,Siphonaptera,Pulicidae,NA,Greece,"Reviewed, 2011, Submitted by F. Shockley, SI.",447,Xenopsylla,NA,gratiosa,NA,"Jordan & Rothschild, 1923,",Xenopsylla gratiosa
Insecta,Siphonaptera,Ischnopsyllidae,NA,"Guatemala; Mexico; United States (Arizona, California, Kansas, Oklahoma, Oregon, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",448,Myodopsylla,NA,collinsi,NA,"Kohls, 1937,",Myodopsylla collinsi
Insecta,Siphonaptera,Ceratophyllidae,NA,Guatemala; Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",449,Kohlsia,NA,cora,NA,"Traub, 1950,",Kohlsia cora
Insecta,Siphonaptera,Ceratophyllidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",450,Kohlsia,NA,osgoodi,NA,",",Kohlsia osgoodi
Insecta,Siphonaptera,Ceratophyllidae,NA,Guatemala; Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",451,Foxella,(Afoxella),hoogstraali,NA,"Traub, 1950,",Foxella hoogstraali
Insecta,Siphonaptera,Ceratophyllidae,NA,Guatemala; Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",452,Kohlsia,NA,whartoni,NA,"Traub & Johnson, 1952,",Kohlsia whartoni
Insecta,Siphonaptera,Ceratophyllidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.",453,Baculomeris,NA,schmidti,NA,"Traub, 1950,",Baculomeris schmidti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.",454,Ctenophthalmus,(Nearctoctenophthalmus),sanborni,NA,"Traub, 1950,",Ctenophthalmus sanborni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.",455,Wenzella,NA,obscura,NA,",",Wenzella obscura
Insecta,Siphonaptera,Rhopalopsyllidae,NA,"Guatemala; Mexico; United States (Alabama, Arizona, Florida, Georgia, Louisiana, Mississippi, New Mexico, North Carolina, South Carolina, South Dakota, Texas, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.",456,Polygenis,(Polygenis),gwyni,NA,"Fox, 1914,",Polygenis gwyni
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Guatemala; Mexico; Panama; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",457,Rhopalopsyllus,NA,australis,australis,"Rothschild, 1904,",Rhopalopsyllus australis australis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.",458,Rhopalopsyllus,NA,cacicus,NA,"Jordan & Rothschild, 1908,",Rhopalopsyllus cacicus
Insecta,Siphonaptera,Pulicidae,NA,"Guatemala; Mexico; Panama; United States (California, Kansas, Nebraska, North Carolina, Oklahoma, Texas); Venezuela","Reviewed, 2011, Submitted by F. Shockley, SI.",459,Pulex,(Pulex),simulans,NA,"Baker, 1895,",Pulex simulans
Insecta,Siphonaptera,Pulicidae,NA,Guatemala,"Reviewed, 2011, Submitted by F. Shockley, SI.",460,Pulex,(Pulex),sinoculus,NA,"Traub, 1950,",Pulex sinoculus
