Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subgenus,Subspecies,Author,Males,Females,Nymphs,Larvae
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,KOHLSI,,,HOOGSTRAAL  KAISER,77,289,80,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,LONGISCUTATUS,,,MINNING,0,5,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,MICROPLUS,,,(CANESTRINI),9360,33904,5928,5283
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,OCCIDENTALIS,UROBOOPHILUS,,MINNING 1936,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,SCHULZEI,,,MINNING,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,BOOPHILUS,SP.,,,CURTICE,70,410,292,408
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,APPENDICULATUS,,,NEUMANN,9302,22492,3715,2619
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,AQUATILIS (PARATYPES),,,,10,14,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ARMATUS,,,POCOCK,40,25,61,21
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ARNOLDI,,,THEILER  ZUMPT,6,10,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,BEQUAERTI,,,ZUMPT,0,12,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,BERGEONI,,,MOREL  BALIS,174,115,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,BOCORNIS,,,,17,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,BURSA,,,CANESTRINI  FANZAGO,1698,1612,920,545
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CAMELOPARDALIS,,,NEUMANN,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CAMICASI,,,MOREL  MOUCHET  RODHAIN,32,67,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CAMICASI,,CAMICASI,,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CAPENSIS,,CAPENSIS,KOCH,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CAPENSIS,,,KOCH,99,83,35,135
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CARNIVORALIS,,,WALKER,35,53,21,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CLIFFORDI,,,MOREL,325,214,60,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,COMPLANATUS,,,NEUMANN,43,29,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,COMPOSITUS,,,NEUMANN,285,267,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CONGOLENSIS,,,"Apanaskevich, Horak & Mulumba-Mfumu, 2013",9,4,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,CUSPIDATUS,,,NEUMANN,47,44,16,9
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DECOLORATUS,Boophilus,,,30,22,1,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DELTOIDEUS,,,NEUMANN,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DISTINCTUS,,,BEDFORD,56,25,6,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DROMEDARII,,,KOCH,5,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DUTTONI,,,NEUMANN,34,18,13,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,DUX,,,DOENITZ,24,22,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,EVERTSI,,EVERTSI,NEUMANN,2603,1161,245,210
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,EVERTSI,,MIMETICUS,DOENITZ,51,21,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,EVERTSI,,,NEUMANN,984,476,1192,1273
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,EXOPHTHALMOS,,,"Keirans and Walker, 1993",11,7,10,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,FALCATUS,,,NEUMANN,2,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,FOLLIS,,,DONITZ,24,16,5,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,FULVUS,,,NEUMANN,6,7,96,94
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,GERTRUDAE,,,FELDMAN-MUHSAM,45,10,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,GLABROSCUTATUM,,,DU TOIT,26,25,7,35
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,GUILHONI,,,MOREL  VASSILIADES,184,210,0,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,HAEMAPHYSALOIDES,,HAEMAPHYSALOIDES,SUPINO,113,76,6,14
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,HAEMAPHYSALOIDES,,PILANS,SCHULZE,8,10,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,HAEMAPHYSALOIDES,,,SUPINO,1125,864,463,853
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,HUMERALIS,,,TONELLI-RONDELLI,243,153,122,211
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,HURTI,,,WILSON,45,59,3,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,INTERVENTUS,,,"Walker, Pegram & Keirans, 1995",16,33,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,JEANNELI,,,NEUMANN,293,249,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,KOCHI,,,DONITZ,454,393,6,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,LEPORIS,,,POMERANTZEV,81,58,27,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,LONGICEPS,,,WARBURTON,33,5,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,LONGICOXATUS,,,NEUMANN,137,65,0,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,LONGUS,,,NEUMANN,440,303,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,LUNULATUS,,,NEUMANN,739,643,25,25
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,MACULATUS,,,NEUMANN,375,390,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,MASSEYI,,,NUTTALL  WARBURTON,159,74,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,MICROPLUS,Boophilus,,"(CANESTRINI, 1888)",30,35,3,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,MUEHLENSI,,,ZUMPT,83,89,6,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,MUHSAMAE,,,"Morel & Vassiliades, 1965",327,225,23,5
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,NEAVEI,,,WARBURTON,3,4,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,NEUMANNI,,,"Walker, 1990",4,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,NITENS,,,NEUMANN,6,11,20,25
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,NUTTALI,,,,3,3,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,OCULATUS,,,NEUMANN,164,63,92,51
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PILANS,,,SCHULZE,232,176,69,302
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PORCUS,,,NEUMANN,6,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PRAETEXTATUS,,,NEUMANN,167,104,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PRAVUS,,,DONITZ,1095,870,654,27
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PUCTATUS,,,BEDFORD,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PULCHELLUS,,,(GERSTAECKER),5868,3141,922,2060
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PUMILIO,,,SCHULZE,32,27,10,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PUNCTATUS,,,WARBURTON,151,56,15,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,PUSILLUS,,,GIL COLLADO,93,189,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,RAMACHANDRAI,,,DHANDA,13,30,137,56
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,REICHENOWI,,,ZUMPT,92,63,8,106
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ROSSICUS,,,YAKIMOV  KOL-YAKIMOVA,20,20,0,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SANGUINEUS,,,(LATREILLE),12549,12847,4969,6184
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SANGUINEUS,,SANGUINEUS,(LATREILLE),2,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SCALPTURATUS,,,SANTOS-DIAS,5,14,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SCHULZEI,,,OLENEV,14,14,3,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SCULPTUS,,,WARBURTON,34,23,5,45
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SECUNDUS,,,FELDMAN-MUHSAM,8,9,5,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SENEGALENSIS,,,KOCH,675,532,14,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SERRANOI,,,Santos Dias 1950,3,3,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SIMPSONI,,,NUTTALL,120,66,81,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SIMUS,,,KOCH,3645,2780,424,263
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SP.,,DASYURUS,,0,0,0,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SP.,Boophilus,,,,3,1,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SP.,,,,1276,1027,2332,2270
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SULCATUS,,SENSU,MOREL,2,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SULCATUS,,,NEUMANN,165,144,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,SUPERTRITUS,,,NEUMANN,238,162,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,TEXANUS,,,BANKS,1,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,THEILERI,,,BEDFORD  HEWITT,5,2,0,71
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,TRICUSPIS,,,DOENITZ,346,274,13,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,TURANICUS,,,POMERANTZEV,11765,8386,1278,8304
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,WALKERAE,,,"Horak, Apanaskevich & Kariuki, 2013",,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,WARBURTONI,,,"Walker and Horak, 2000",33,32,15,50
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ZAMBEZIENSIS,,,WALKER  NORVAL  CORWIN,7,6,28,50
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ZIEMANNI,,,NEUMANN,63,48,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICEPHALUS,ZUMPTI,,,SANTOS  DIAS,2,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,ANOMALOHIMALAYA,LAMA,,,HOOGSTRAAL  KAISER  MITCHELL,4,6,31,61
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,COSMIOMMA,HIPPOPOTAMENSIS,,,(DENNY),11,11,10,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,MARGAROPUS,REIDI,,,HOOGSTRAAL 1956,39,43,29,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,MARGAROPUS,WILEYI,,,WALKER  LAURENCE,14,25,5,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,MARGAROPUS,WINTHEMI,,,KARSCH,21,29,13,111
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,NOSOMMA,MONSTROSUM,,,NUTTALL  WARBURTON,11,2,1,200
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICENTOR,BICORNIS,,,NUTTALL  WARBURTON,52,35,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICENTOR,GLADIGER,,,(NEUMANN),0,6,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,RHIPICENTOR,NUTTALLI,,,COOPER  ROBINSON,5,5,0,0
Arachnida,Acari,Parasitiformes,Ixodida,,Nuttalliellidae,,NUTTALLIELLA,NAMAQUA,,,BEDFORD,0,10,1,0
Arachnida,Acari,Parasitiformes,Ixodida,,,,,AURIGINANS,,,SCHULZE,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,,,,GENUST AO***,SP.,,,,0,0,0,8
Arachnida,Acari,Parasitiformes,Ixodida,,,,,SP.,,,,111,133,406,341
