Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subgenus,Subspecies,Author,Males,Females,Nymphs,Larvae
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,NUTTALLI,,,OLENEV,199,133,542,170
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,OCCIDENTALIS,,,MARX,2872,2927,2114,1019
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,PANAMENSIS,,,"Apanaskevich & Bermudez, 2013",22,9,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,PARUMAPERTUS,,,NEUMANN,1561,1229,1303,1495
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,PAVLOVSKYI,,,OLENEV,8,8,7,14
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,PICTUS,,,HERMANN,12,17,24,200
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,RASKEMENSIS,,,POMERANTZEV,24,14,0,84
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,RETICULATUS,,,(FABRICIUS),58,57,3,516
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,RHINOCERINUS,,DENNY,,2,3,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,RHINOCERINUS,,,(DENNY),304,237,35,7
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,RHINOCEROTIS,,,(DE GEER),6,6,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SILVARUM,,ABLUTUS,SCHULZE 1933,2,3,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SILVARUM,,,OLENEV,12,15,12,16
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SINICUS,,PALLIDIOR,SCHULZE,2,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SINICUS,,SINICUS,SCHULZE,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SINICUS,,,SCHULZ,3,6,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,SP.,,,,257,182,5741,6412
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,STEINI,,LEVICULUS,SCHULZE,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,STEINI,,STEINI,SCHULZE,12,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,STEINI,,,SCHULZE,34,46,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,TAIWANENSIS,,,SUGIMOTO,176,73,60,99
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,USHAKOVAE,,,,5,5,10,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,VARIABILIS,,,(SAY),6197,5842,1759,3715
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,VENUSTUS,,,MARX,5,1,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ABOLMISALIS,,,,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ABORENSIS,ABORPHYSALIS,,WARBURTON,124,65,27,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ACICULIFER,KAISERIANA,,WARBURTON,211,422,72,383
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ACULEATA,KAISERIANA,,LAVARRA,10,22,6,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ADLERI,RHIPISTOMA,,FELDMAN-MUHSAM,19,10,0,100
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ANOMALA,KAISERIANA,,WARBURTON,39,44,13,100
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ANOPLOS,RHIPISTOMA,,HOOGSTRAAL  UILENBERG  KLEIN,0,2,22,22
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,APONOMMOIDES,ALLOCERAEA,,WARBURTON,401,2313,11,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ASIATICA,RHIPISTOMA,,(SUPINO),175,34,31,82
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ATHERURUS,ABORPHYSALIS,,HOOGSTRAAL  TRAPIDO  KOHLS,43,40,68,56
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BANCROFTI,KAISERIANA,,NUTTALL  WARBURTON,84,107,86,437
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BANDICOTA,ORNITHOPHYSALIS,,HOOGSTRAAL  KOHLS,111,69,182,365
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BARTELSI,RHIPISTOMA,SCHULZE,SCHULZE,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BARTELSI,RHIPISTOMA,,SCHULZE,9,9,75,19
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BEDFORDI,,,,9,15,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BEQUAERTI,RHIPISTOMA,,HOOGSTRAAL 1956,57,34,13,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BIRMANIAE,HAEMAPHYSALIS,,SUPINO,499,134,809,180
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BISPINOSA,KAISERIANA,,NEUMANN,2000,2167,6136,2133
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BORNEATA,KAISERIANA,,HOOGSTRAAL,2,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,BREMNERI,ORNITHOPHYSALIS,,ROBERTS,30,38,67,165
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CALCARATA,RHIPISTOMA,,NEUMANN,42,19,9,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CALVUS,PARAPHYSALIS,,NUTTALL  WARBURTON,41,41,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CAMPANULATA,HAEMAPHYSALIS,,WARBURTON,269,206,73,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CANESTRINII,RHIPISTOMA,,(SUPINO),169,99,274,159
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CAPRICORNIS,ABORPHYSALIS,,HOOGSTRAAL,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CAUCASICA,RHIPISTOMA,,OLENEV,1,2,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CELEBENSIS,KAISERIANA,,HOOGSTRAAL  TRAPIDO  KOHLS,51,45,9,7
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CENTROPI,ORNITHOPHYSALIS,,KOHLS 1949,44,17,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,centrosa,,,,0,0,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CHOPRAI,,,SHARIF,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CHORDEILIS,ABOIMISALIS,,(PACKARD),1272,553,272,935
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CINNABARINA,,PUNCTATA,,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CINNABARINA,ABOIMISALIS,,KOCH,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,COLESBERGENSIS,RHIPISTOMA,,Apanaskevich & Horak 2008,252,174,168,1360
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CONCINNA,HAEMAPHYSALIS,,KOCH,169,166,100,183
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CONRNIGERIA,KAISERIANA,SHIMOGA,TRAPIDO  HOOGSTRAAL 1964,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,COOLEYI,RHIPISTOMA,,BEDFORD,95,41,47,981
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CORNIGERA,KAISERIANA,CORNIGERA,NEUMANN,9,15,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CORNIGERA,,SHIMOGA,TRAPIDO  HOOGSTRAAL 1964,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CORNIGERA,KAISERIANA,,NEUMANN,470,530,109,204
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CORNUPUNCTATA,ABOIMISALIS,,HOOGSTRAAL  VARMA 1962,15,11,32,56
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,CUSPIDATA,KAISERIANA,,WARBURTON,48,15,33,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,danieli,,,"CERNY& Hoogstraal, 1977",2,,7,5
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,DARJEELING,HAEMAPHYSALIS,,HOOGSTRAAL  DHANDA,34,14,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,DAVISI,KAISERIANA,,HOOGSTRAAL  DHANDA  BHAT,121,75,34,20
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,DENTATUS,GONIXODES,,(PACKARD),1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,DOENITZI,ORNITHOPHYSALIS,,WARBURTON  NUTTALL,124,46,98,246
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,elliptica,,,,20,29,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ELONGATA,ELONGIPHYSALIS,,NEUMANN,163,100,23,236
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ERINACEI,RHIPISTOMA,,PAVESI,34,17,30,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ERINACEI,RHIPISTOMA,TURANICA,POSPELOVA-SHTROM,531,192,91,61
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ERINACEI,RHIPISTOMA,ERINACEI,PAVESI,70,62,138,551
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ETHIOPICA,RHIPISTOMA,,SANTOS  DIAS,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,EUPLERES,RHIPISTOMA,,HOOGSTRAAL  KOHLS  TRAPIDO,9,18,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,FLAVA,HAEMAPHYSALIS,,NEUMANN,105,71,71,106
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,FORMOSENSIS,ABORPHYSALIS,,NEUMANN,81,41,39,13
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,FOSSAE,RHIPISTOMA,,HOOGSTRAAL 1953,12,9,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,FUJISANA,HAEMAPHYSALIS,,KITAOKA,1,1,2,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,GARHWALENSIS,ALLOPHYSALIS,,DHANDA  BHAT,9,20,8,25
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,GORAL,HAEMAPHYSALIS,,HOOGSTRAAL,0,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HAEMAPHYSALIS,,,,12,1,100,54
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HEINRICHI,RHIPISTOMA,,SCHULZE 1939,154,54,116,70
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HIMALAYA,HERPETOBIA,,HOOGSTRAAL,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HIRSUTA,PARAPHYSALIS,,HOOGSTRAAL  TRAPIDO  KOHLS,159,144,89,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HISPANICA,RHIPISTOMA,,GIL COLLADO,2,1,1,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HOODI,ORNITHOPHYSALIS,,WARBURTON  NUTTALL,801,688,165,66
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HOOGSTRAALI,PARAPHYSALIS,,KOHLS,12,2,9,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HOUYI,RHIPISTOMA,,NUTTALL  WARBURTON,269,95,211,194
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HOWLETTI,ORNITHOPHYSALIS,,WARBURTON,24,8,100,12
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HUMEROSA,ORNITHOPHYSALIS,,WARBURTON  NUTTALL,95,115,38,9
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HYLOBATIS,KAISERIANA,,SCHULZE,15,12,5,17
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HYRACOPHILA,RHIPISTOMA,,HOOGSTRAAL  WALKER  NEITZ 1971,7,5,2,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,HYSTRICIS,KAISERIANA,,SUPINO,558,354,240,319
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,INDICA,RHIPISTOMA,,WARBURTON,255,62,109,36
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,INDOFLAVA,HAEMAPHYSALIS,,DHANDA  BHAT,6,6,5,16
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,INERMIS,ALLOCERAEA,,BIRULA,1190,1478,1157,1545
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,INTERMEDIA,INTERPHYSALIS,,WARBURTON  NUTTALL,301,318,139,296
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,JAPONICA,HAEMAPHYSALIS,DOUGLASI,NUTTALL  WARBURTON,161,42,208,302
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,JAPONICA,HAEMAPHYSALIS,JAPONICA,WARBURTON,22,11,15,125
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,JAPONICA,HAEMAPHYSALIS,,WARBURTON,40,16,26,7
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,JUXTAKOCHI,GONIXODES,,COOLEY 1946,159,109,76,68
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KADARSANI,,,,1,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KASHMIRENSIS,HERPETOBIA,,HOOGSTRAAL  VARMA 1962,43,20,52,19
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KINNEARI,KAISERIANA,,WARBURTON,57,55,76,333
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KITAOKAI,ALLOCERAEA,,HOOGSTRAAL 1969,41,226,24,195
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KONINGSBERGERI,RHIPISTOMA,,WARBURTON  NUTTALL,740,439,66,68
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KOPETDAGHICA,,,KERBARAYEV,48,69,59,29
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KUTCHENSIS,INTERPHYSALIS,,HOOGSTRAAL  TRAPIDO 1963,59,22,54,29
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,KYASANURENSIS,ARBORPHYSALIS,,TRAPIDO  HOOGSTRAAL  RAJAGOPALAN,18,11,22,30
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LAGRANGEI,KAISERIANA,,LARROUSSE,929,600,1776,1987
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LEACHI,RHIPISTOMA,LEACHI,(AUDOUIN) 1827,,2,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LEACHI,RHIPISTOMA,,(AUDOUIN),3250,2005,966,3467
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LEMURIS,RHIPISTOMA,,HOOGSTRAAL,8,5,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LEPORISPALUSTRIS,GONIXODES,,(PACKARD),3455,2401,6761,10279
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LONGICORNIS,KAISERIANA,,NEUMANN,196,1568,838,1241
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,LUZONENSIS,KAISERIANA,,HOOGSTRAAL  PARRISH 1968,292,186,206,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MADAGASCARIENSIS,ORNITHOPHYSALIS,,COLAS-BELCOUR  MILLOT,4,1,2,13
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MAGESHIMAENSIS,KAISERIANA,,SAITO  HOOGSTRAAL,1352,747,681,349
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MEGALAIMAE,ORNITHOPHYSALIS,,RAJAGOPALAN 1963,20,6,5,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MEGASPINOSA,HAEMAPHYSALIS,,SAITO,29,24,23,187
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MINUTA,ORNITHOPHYSALIS,,KOHLS 1950,15,4,35,55
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MJOBERGI,PARAPHYSALIS,,WARBURTON,18,10,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MONTGOMERYI,PARAPHYSALIS,,NUTTALL,463,436,56,108
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MORELI,RHIPISTOMA,,CAMICAS  HOOGSTRAAL  EL KAMMAH,558,252,134,107
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,MUHSAMAE,RHIPISTOMA,,SANTOS  DIAS,0,1,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NADCHATRAMI,KAISERIANA,,HOOGSTRAAL  TRAPIDO  KOHLS,1970,1691,194,62
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NEITZI,RHIPISTOMA,,,43,61,212,594
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NEPALENSIS,HERPETOBIA,,HOOGSTRAAL,672,846,210,340
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NESOMYS,DERMAPHYSALIS,,HOOGSTRAAL  UILENBERG  KLEIN 1966,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NEUMANNI,,,,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NORVALI,,,Hoogstral Wassef 1983,1,1,0,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,NOVAEGUINEAE,KAISERIANA,,HIRST,92,82,53,18
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,OBESA,PARAPHYSALIS,,LARROUSSE,30,28,74,171
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,OBTUSA,RHIPISTOMA,,DOENITZ,135,34,42,8
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,OLIVERI,RHIPISTOMA,,Apanaskevich Horak 2008,207,115,6,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,HAEMAPHYSALINAE,HAEMAPHYSALIS,ORIENTALIS,RHIPISTOMA,,NUTTALL  WARBURTON,54,12,4,0
