dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	gbif:genericName	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
135190	x7C				ACCEPTED	SPECIES	Ophthalmopsylla kiritschenkovi (Wagner, 1930)	Ophthalmopsylla	kiritschenkovi				ICZN			
135160	x7C				ACCEPTED	SPECIES	Ophthalmopsylla jettmari Jordan, 1929	Ophthalmopsylla	jettmari				ICZN			
135170	x7C				ACCEPTED	SPECIES	Ophthalmopsylla karakum Zagniborodova, 1953	Ophthalmopsylla	karakum				ICZN			
x7J	xS				ACCEPTED	GENUS	Minyctenopsyllus									
135000	x7J				ACCEPTED	SPECIES	Minyctenopsyllus triangularus Liu Chiying, Zhung Zenghu & Wang Shixin, 1979	Minyctenopsyllus	triangularus				ICZN			
134960	x7L				ACCEPTED	SPECIES	Hopkinsipsylla occulta Traub, 1963	Hopkinsipsylla	occulta				ICZN			
134970	134960				ACCEPTED	INFRASPECIFIC_NAME	Hopkinsipsylla occulta occulta Traub, 1963	Hopkinsipsylla	occulta	occulta			ICZN			
134980	134960				ACCEPTED	INFRASPECIFIC_NAME	Hopkinsipsylla occulta praeceps Traub, 1965	Hopkinsipsylla	occulta	praeceps			ICZN			
x7E	xS				ACCEPTED	GENUS	Odontopsyllus									
135070	x7E				ACCEPTED	SPECIES	Odontopsyllus dentatus (Baker, 1904)	Odontopsyllus	dentatus				ICZN			
135090		135070			SYNONYM	SPECIES	Odontopsyllus spenceri Dunn, 1923	Odontopsyllus	spenceri				ICZN			
135080		135070			SYNONYM	SPECIES	Odontopsyllus ponerus (Rothschild, 1909)	Odontopsyllus	ponerus				ICZN			
135110	x7E				ACCEPTED	SPECIES	Odontopsyllus quirosi (Gil Collado, 1934)	Odontopsyllus	quirosi				ICZN			
135120	135110				ACCEPTED	INFRASPECIFIC_NAME	Odontopsyllus quirosi quirosi (Gil Collado, 1934)	Odontopsyllus	quirosi	quirosi			ICZN			
135130	135110				ACCEPTED	INFRASPECIFIC_NAME	Odontopsyllus quirosi episcopalis Beaucournu & Gilot, 1975	Odontopsyllus	quirosi	episcopalis			ICZN			
135100	x7E				ACCEPTED	SPECIES	Odontopsyllus multispinosus (Baker, 1898)	Odontopsyllus	multispinosus				ICZN			
x7G	xS				ACCEPTED	GENUS	Ochotonobius									
135030	x7G				ACCEPTED	SPECIES	Ochotonobius hirticrus (Jordan & Rothschild, 1923)	Ochotonobius	hirticrus				ICZN			
135040		135030			SYNONYM	SPECIES	Ochotonobius subula (Wagner, 1930)	Ochotonobius	subula				ICZN			
135050	x7G				ACCEPTED	SPECIES	Ochotonobius rufescens (Ioff, 1946)	Ochotonobius	rufescens				ICZN			
135020	x7G				ACCEPTED	SPECIES	Ochotonobius bondari (Mikulin, 1953)	Ochotonobius	bondari				ICZN			
x3U	xS				ACCEPTED	GENUS	Ornithophaga									
133610	x3U				ACCEPTED	SPECIES	Ornithophaga sinaia Rosicky & Smit, 1965	Ornithophaga	sinaia				ICZN			
133600	x3U				ACCEPTED	SPECIES	Ornithophaga mikulini Rosicky & Smit, 1965	Ornithophaga	mikulini				ICZN			
133560	x3U				ACCEPTED	SPECIES	Ornithophaga anomala Mikulin, 1957	Ornithophaga	anomala				ICZN			
133590	133560				ACCEPTED	INFRASPECIFIC_NAME	Ornithophaga anomala qinghaiensis Liu Chiying, Cai Liyun & Wu Wenzhen, 1986	Ornithophaga	anomala	qinghaiensis			ICZN			
133570	133560				ACCEPTED	INFRASPECIFIC_NAME	Ornithophaga anomala anomala Mikulin, 1957	Ornithophaga	anomala	anomala			ICZN			
133580		133560			SYNONYM	SPECIES	Ornithophaga nearctica Holland & Loshbaugh, 1958	Ornithophaga	nearctica				ICZN			
x3W	xS				ACCEPTED	GENUS	Mesopsylla									
133460	x3W				ACCEPTED	SPECIES	Mesopsylla lenis Jordan & Rothschild, 1915	Mesopsylla	lenis				ICZN			
133350	x3W				ACCEPTED	SPECIES	Mesopsylla eucta Dampf, 1910	Mesopsylla	eucta				ICZN			
133400	133350				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla eucta sima Mikulin, 1960	Mesopsylla	eucta	sima			ICZN			
133390	133350				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla eucta shikho Ioff, 1950	Mesopsylla	eucta	shikho			ICZN			
133360	133350				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla eucta eucta Dampf, 1910	Mesopsylla	eucta	eucta			ICZN			
133380	133350				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla eucta kochkor Ioff, 1950	Mesopsylla	eucta	kochkor			ICZN			
133370	133350				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla eucta afghana Jordan, 1944	Mesopsylla	eucta	afghana			ICZN			
133330	x3W				ACCEPTED	SPECIES	Mesopsylla anomala Liu Chiying, Tsai Liyen & Wu Wenching, 1976	Mesopsylla	anomala				ICZN			
133340	x3W				ACCEPTED	SPECIES	Mesopsylla apscheronica Wagner & Argyropulo, 1934	Mesopsylla	apscheronica				ICZN			
133480	x3W				ACCEPTED	SPECIES	Mesopsylla tuschkan Wagner & Ioff, 1926	Mesopsylla	tuschkan				ICZN			
133510	133480				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla tuschkan mesa Argyropulo, 1946	Mesopsylla	tuschkan	mesa			ICZN			
133520	133480				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla tuschkan propinacta Traub & Evans, 1967	Mesopsylla	tuschkan	propinacta			ICZN			
133490	133480				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla tuschkan tuschkan Wagner & Ioff, 1926	Mesopsylla	tuschkan	tuschkan			ICZN			
133500	133480				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla tuschkan andruschkoi Argyropulo, 1946	Mesopsylla	tuschkan	andruschkoi			ICZN			
133410	x3W				ACCEPTED	SPECIES	Mesopsylla hebes Jordan & Rothschild, 1915	Mesopsylla	hebes				ICZN			
133450	133410				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla hebes septentrionalis Wagner, 1926	Mesopsylla	hebes	septentrionalis			ICZN			
133420	133410				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla hebes hebes Jordan & Rothschild, 1915	Mesopsylla	hebes	hebes			ICZN			
133440	133410				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla hebes dampfi Wagner & Ioff, 1926	Mesopsylla	hebes	dampfi			ICZN			
133430	133410				ACCEPTED	INFRASPECIFIC_NAME	Mesopsylla hebes clara Smit, 1980	Mesopsylla	hebes	clara			ICZN			
133470	x3W				ACCEPTED	SPECIES	Mesopsylla sagitta Yu Xin, Ye Ruiyu & Liu Chiying, 1988	Mesopsylla	sagitta				ICZN			
x3L	xS				ACCEPTED	GENUS	Calceopsylla									
133730	x3L				ACCEPTED	SPECIES	Calceopsylla aduncata Liu Chiying, Wu Houyong & Wang Dwenching, 1965	Calceopsylla	aduncata				ICZN			
x3N	xS				ACCEPTED	GENUS	Brachyctenonotus									
133710	x3N				ACCEPTED	SPECIES	Brachyctenonotus myospalacis Wagner, 1928	Brachyctenonotus	myospalacis				ICZN			
x3J	xS				ACCEPTED	GENUS	Conothobius									
133780	x3J				ACCEPTED	SPECIES	Conothobius conothoae (Ioff, 1946)	Conothobius	conothoae				ICZN			
x3S	xS				ACCEPTED	GENUS	Typhlomyopsyllus									
138450	x3S				ACCEPTED	SPECIES	Typhlomyopsyllus liui Wu & Liu, 2002	Typhlomyopsyllus	liui				ICZN			
133630	x3S				ACCEPTED	SPECIES	Typhlomyopsyllus cavaticus Li Kueichen & Huang Guiping, 1980	Typhlomyopsyllus	cavaticus				ICZN			
133640	x3S				ACCEPTED	SPECIES	Typhlomyopsyllus esinus Liu Quan, Shi Liangcai & Liu Chiying, 1985	Typhlomyopsyllus	esinus				ICZN			
138840	x3S				ACCEPTED	SPECIES	Typhlomyopsyllus bashanensis Liu & Wang, 1995	Typhlomyopsyllus	bashanensis				ICZN			
x3Q	xS				ACCEPTED	GENUS	Aconothobius									
133670	x3Q				ACCEPTED	SPECIES	Aconothobius anthobius Smit, 1975	Aconothobius	anthobius				ICZN			
133690	x3Q				ACCEPTED	SPECIES	Aconothobius orientalis (Lewis, Kulkarni & Bhat, 1972)	Aconothobius	orientalis				ICZN			
133680	x3Q				ACCEPTED	SPECIES	Aconothobius martensi Smit, 1975	Aconothobius	martensi				ICZN			
x3E	xS				ACCEPTED	GENUS	Ctenophyllus									
133870	x3E				ACCEPTED	SPECIES	Ctenophyllus tarasovi Scalon, 1953	Ctenophyllus	tarasovi				ICZN			
133850	x3E				ACCEPTED	SPECIES	Ctenophyllus rigidus Darskaya, 1949	Ctenophyllus	rigidus				ICZN			
133810	x3E				ACCEPTED	SPECIES	Ctenophyllus armatus (Wagner, 1901)	Ctenophyllus	armatus				ICZN			
133830	133810				ACCEPTED	INFRASPECIFIC_NAME	Ctenophyllus armatus armatus (Wagner, 1901)	Ctenophyllus	armatus	armatus			ICZN			
133840	133810				ACCEPTED	INFRASPECIFIC_NAME	Ctenophyllus armatus altaicus Yu Xin, 1990	Ctenophyllus	armatus	altaicus			ICZN			
133820		133810			SYNONYM	SPECIES	Ctenopsyllus terribilis (Rothschild, 1903)	Ctenopsyllus	terribilis				ICZN			
133860	x3E				ACCEPTED	SPECIES	Ctenophyllus subarmatus (Wagner, 1901)	Ctenophyllus	subarmatus				ICZN			
x3G	xS				ACCEPTED	GENUS	Chinghaipsylla									
133750	x3G				ACCEPTED	SPECIES	Chinghaipsylla ampliodigita Liu Jiou, Liu Quan & Liu Chiying, 1982	Chinghaipsylla	ampliodigita				ICZN			
133760	x3G				ACCEPTED	SPECIES	Chinghaipsylla bisinuosa Liu Chiying, Tsai Liyuen & Wu Wenching, 1974	Chinghaipsylla	bisinuosa				ICZN			
x3C	xS				ACCEPTED	GENUS	Pectinoctenus									
132590	x3C				ACCEPTED	SPECIES	Pectinoctenus nemorosa Tiflov, 1937	Pectinoctenus	nemorosa				ICZN			
132580	x3C				ACCEPTED	SPECIES	Pectinoctenus lauta Rothschild, 1915	Pectinoctenus	lauta				ICZN			
132600	x3C				ACCEPTED	SPECIES	Pectinoctenus pamirensis Ioff, 1946	Pectinoctenus	pamirensis				ICZN			
132620	x3C				ACCEPTED	SPECIES	Pectinoctenus pectiniceps (Wagner, 1893)	Pectinoctenus	pectiniceps				ICZN			
132630	132620				ACCEPTED	INFRASPECIFIC_NAME	Pectinoctenus pectiniceps pectiniceps (Wagner, 1893)	Pectinoctenus	pectiniceps	pectiniceps			ICZN			
132650	132620				ACCEPTED	INFRASPECIFIC_NAME	Pectinoctenus pectiniceps ventrisinulata Chen Ningyu, Zhang Guangdeng & Liu Q, 1984	Pectinoctenus	pectiniceps	ventrisinulata			ICZN			
132640		132620			SYNONYM	SPECIES	Pectinoctenus adalis Jordan, 1929	Pectinoctenus	adalis				ICZN			
132610	x3C				ACCEPTED	SPECIES	Pectinoctenus pavlovskii Ioff, 1928	Pectinoctenus	pavlovskii				ICZN			
132570	x3C				ACCEPTED	SPECIES	Pectinoctenus ctenophora Wagner, 1928	Pectinoctenus	ctenophora				ICZN			
x38	xS				ACCEPTED	GENUS	Amphipsylla									
131230	x38				ACCEPTED	SPECIES	Amphipsylla anceps Wagner, 1930	Amphipsylla	anceps				ICZN			
131240		131230			SYNONYM	SUBSPECIES	Amphipsylla anceps coangusta Ioff & Tiflov, 1939	Amphipsylla	anceps	coangusta			ICZN			
131250	x38				ACCEPTED	SPECIES	Amphipsylla apiciflata Liu Quan, Xu Guisen & Li Zhongyuan, 1988	Amphipsylla	apiciflata				ICZN			
131260	x38				ACCEPTED	SPECIES	Amphipsylla argoi Ioff, 1946	Amphipsylla	argoi				ICZN			
131270	x38				ACCEPTED	SPECIES	Amphipsylla asiatica Ioff, 1928	Amphipsylla	asiatica				ICZN			
131290	x38				ACCEPTED	SPECIES	Amphipsylla casis Jordan & Rothschild, 1911	Amphipsylla	casis				ICZN			
131280	x38				ACCEPTED	SPECIES	Amphipsylla aspalacis Jordan, 1929	Amphipsylla	aspalacis				ICZN			
131310	x38				ACCEPTED	SPECIES	Amphipsylla dumalis Jordan & Rothschild, 1915	Amphipsylla	dumalis				ICZN			
131320		131310			SYNONYM	SUBSPECIES	Amphipsylla dumalis dilatata Ioff & Tiflov, 1939	Amphipsylla	dumalis	dilatata			ICZN			
131300	x38				ACCEPTED	SPECIES	Amphipsylla daea (Dampf, 1910)	Amphipsylla	daea				ICZN			
131340	x38				ACCEPTED	SPECIES	Amphipsylla germani Emelyanova & Lyetova, 1963	Amphipsylla	germani				ICZN			
131330	x38				ACCEPTED	SPECIES	Amphipsylla georgica Savenko, 1949	Amphipsylla	georgica				ICZN			
131360	x38				ACCEPTED	SPECIES	Amphipsylla kalabukhovi Ioff & Tiflov, 1939	Amphipsylla	kalabukhovi				ICZN			
131350	x38				ACCEPTED	SPECIES	Amphipsylla jingtieshanensis Ma Desan, Zhang Zenghu & Wang Shixiu, 1979	Amphipsylla	jingtieshanensis				ICZN			
131380	x38				ACCEPTED	SPECIES	Amphipsylla kuznetzovi Wagner, 1912	Amphipsylla	kuznetzovi				ICZN			
131420	131380				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla kuznetzovi tjanshanica Goncharov, 1973	Amphipsylla	kuznetzovi	tjanshanica			ICZN			
131390	131380				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla kuznetzovi kuznetzovi Wagner, 1912	Amphipsylla	kuznetzovi	kuznetzovi			ICZN			
131410		131390			SYNONYM	SUBSPECIES	Amphipsylla kuznetzovi glacialis Argyropulo, 1935	Amphipsylla	kuznetzovi	glacialis			ICZN			
131400		131390			SYNONYM	SUBSPECIES	Amphipsylla kuznetzovi deminuta Ioff & Tiflov, 1939	Amphipsylla	kuznetzovi	deminuta			ICZN			
131370	x38				ACCEPTED	SPECIES	Amphipsylla kulkarnii Lewis, 1981	Amphipsylla	kulkarnii				ICZN			
131490	x38				ACCEPTED	SPECIES	Amphipsylla montana Argyropulo, 1946	Amphipsylla	montana				ICZN			
131430	x38				ACCEPTED	SPECIES	Amphipsylla longispina Scalon, 1950	Amphipsylla	longispina				ICZN			
131450	131430				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla longispina gongheensis Zhang Guangdeng & Ma Liming, 1987	Amphipsylla	longispina	gongheensis			ICZN			
131440	131430				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla longispina longispina Scalon, 1950	Amphipsylla	longispina	longispina			ICZN			
131970	x38				ACCEPTED	SPECIES	Amphipsylla vinogradovi Ioff, 1928	Amphipsylla	vinogradovi				ICZN			
131980	131970				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla vinogradovi vinogradovi Ioff, 1928	Amphipsylla	vinogradovi	vinogradovi			ICZN			
131990	131970				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla vinogradovi gansuensis Wu Houyong, Liu Quan & Ma Desan, 1979	Amphipsylla	vinogradovi	gansuensis			ICZN			
131950	x38				ACCEPTED	SPECIES	Amphipsylla tutatoides Liu Quan, Guo Tian-yu & Wu Hou-yong, 1996	Amphipsylla	tutatoides				ICZN			
131890	x38				ACCEPTED	SPECIES	Amphipsylla tenuihama Wu Houyong, Liu Quan & Ma Desan, 1979	Amphipsylla	tenuihama				ICZN			
131880	x38				ACCEPTED	SPECIES	Amphipsylla socia Peus, 1977	Amphipsylla	socia				ICZN			
131910	x38				ACCEPTED	SPECIES	Amphipsylla tuta Wagner, 1928	Amphipsylla	tuta				ICZN			
131920	131910				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla tuta tuta Wagner, 1928	Amphipsylla	tuta	tuta			ICZN			
131940	131910				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla tuta deqinensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979	Amphipsylla	tuta	deqinensis			ICZN			
131960	131910				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla tuta gregorii Brelih, 1975	Amphipsylla	tuta	gregorii			ICZN			
131930	131910				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla tuta chaliensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979	Amphipsylla	tuta	chaliensis			ICZN			
131900	x38				ACCEPTED	SPECIES	Amphipsylla transcaucasica Ioff, 1953	Amphipsylla	transcaucasica				ICZN			
131570	x38				ACCEPTED	SPECIES	Amphipsylla polyspina Liu Quan, Wu Hou-yong & Li Xiao-lan, 1994	Amphipsylla	polyspina				ICZN			
131580	x38				ACCEPTED	SPECIES	Amphipsylla postsinusa Liu Quan, Guo Tian-yu & Wu Hou-yong, 1996	Amphipsylla	postsinusa				ICZN			
131530	x38				ACCEPTED	SPECIES	Amphipsylla petristshevae Darskaya, 1949	Amphipsylla	petristshevae				ICZN			
131540	x38				ACCEPTED	SPECIES	Amphipsylla phaiomydis Ioff, 1946	Amphipsylla	phaiomydis				ICZN			
131550	131540				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla phaiomydis phaiomydis Ioff, 1946	Amphipsylla	phaiomydis	phaiomydis			ICZN			
131560	131540				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla phaiomydis iskul Shvarts, 1953	Amphipsylla	phaiomydis	iskul			ICZN			
131590	131540				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla phaiomydis limonia Smit, 1977	Amphipsylla	phaiomydis	limonia			ICZN			
131510	x38				ACCEPTED	SPECIES	Amphipsylla orthogonia Liu Chiying, Tsai Liyuen & Wu Wenching, 1975	Amphipsylla	orthogonia				ICZN			
131520	x38				ACCEPTED	SPECIES	Amphipsylla parthiana Ioff, 1950	Amphipsylla	parthiana				ICZN			
131460	x38				ACCEPTED	SPECIES	Amphipsylla marikovskii Ioff & Tiflov, 1939	Amphipsylla	marikovskii				ICZN			
131480	131460				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla marikovskii ewingi I.Fox, 1940	Amphipsylla	marikovskii	ewingi			ICZN			
131470	131460				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla marikovskii marikovskii Ioff & Tiflov, 1939	Amphipsylla	marikovskii	marikovskii			ICZN			
131500	x38				ACCEPTED	SPECIES	Amphipsylla montium Jordan, 1944	Amphipsylla	montium				ICZN			
131770	x38				ACCEPTED	SPECIES	Amphipsylla schelkovnikovi Wagner, 1909	Amphipsylla	schelkovnikovi				ICZN			
131790		131770			SYNONYM	SUBSPECIES	Amphipsylla schelkovnikovi irana Ioff, 1946	Amphipsylla	schelkovnikovi	irana			ICZN			
131780		131770			SYNONYM	SPECIES	Amphipsylla certa Jordan & Rothschild, 1913	Amphipsylla	certa				ICZN			
131800	x38				ACCEPTED	SPECIES	Amphipsylla sibirica (Wagner, 1898)	Amphipsylla	sibirica				ICZN			
131850	131800				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla sibirica orientalis Ioff, 1946	Amphipsylla	sibirica	orientalis			ICZN			
131860	131800				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla sibirica pollionis (Rothschild, 1905)	Amphipsylla	sibirica	pollionis			ICZN			
131810	131800				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla sibirica sibirica (Wagner, 1898)	Amphipsylla	sibirica	sibirica			ICZN			
131870	131800				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla sibirica sepifera Jordan & Rothschild, 1920	Amphipsylla	sibirica	sepifera			ICZN			
131830	131800				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla sibirica hetera (Jordan, 1932)	Amphipsylla	sibirica	hetera			ICZN			
131840		131830			SYNONYM	SUBSPECIES	Amphipsylla sibirica intermedia (Rosicky, 1957)	Amphipsylla	sibirica	intermedia			ICZN			
131820		131800			SYNONYM	SPECIES	Amphipsylla thoracicus Rothschild, 1911	Amphipsylla	thoracicus				ICZN			
131690	x38				ACCEPTED	SPECIES	Amphipsylla quadratoides Liu Chiying, Tsai Liyuen & Wu Wenching, 1975	Amphipsylla	quadratoides				ICZN			
131700	131690				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla quadratoides quadratoides Liu Chiying, Tsai Liyuen & Wu Wenching, 1975	Amphipsylla	quadratoides	quadratoides			ICZN			
131720	131690				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla quadratoides zhongdianensis Jie Baoqi, Yang Xiaodong & Li Kueichen, 1979	Amphipsylla	quadratoides	zhongdianensis			ICZN			
131710	131690				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla quadratoides huangnanensis Ni Guoxing, Wu Wenching & Huang G.-p., 1984	Amphipsylla	quadratoides	huangnanensis			ICZN			
131730	x38				ACCEPTED	SPECIES	Amphipsylla rossica Wagner, 1912	Amphipsylla	rossica				ICZN			
131760		131730			SYNONYM	SUBSPECIES	Amphipsylla rossica locuples (Jordan & Rothschild, 1915)	Amphipsylla	rossica	locuples			ICZN			
131750		131730			SYNONYM	SUBSPECIES	Amphipsylla rossica hanzaki Rosicky, 1959	Amphipsylla	rossica	hanzaki			ICZN			
131740		131730			SYNONYM	SPECIES	Amphipsylla contigua Jordan & Rothschild, 1913	Amphipsylla	contigua				ICZN			
131670	x38				ACCEPTED	SPECIES	Amphipsylla qinghaiensis Ren Shiming & Ji Shuli, 1979	Amphipsylla	qinghaiensis				ICZN			
131680	x38				ACCEPTED	SPECIES	Amphipsylla quadratedigita Liu Chiying, Wu Houyong & Wu Foolin, 1965	Amphipsylla	quadratedigita				ICZN			
131610	x38				ACCEPTED	SPECIES	Amphipsylla primaris Jordan & Rothschild, 1915	Amphipsylla	primaris				ICZN			
131640	131610				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla primaris mitis Jordan, 1929	Amphipsylla	primaris	mitis			ICZN			
131660		131640			SYNONYM	SUBSPECIES	Amphipsylla primaris botis (Jordan, 1929)	Amphipsylla	primaris	botis			ICZN			
131620	131610				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla primaris primaris Jordan & Rothschild, 1915	Amphipsylla	primaris	primaris			ICZN			
131630	131610				ACCEPTED	INFRASPECIFIC_NAME	Amphipsylla primaris beigiangensis Yu Hsin, Wu Houyong & Liu Chiying, 1966	Amphipsylla	primaris	beigiangensis			ICZN			
131650		131610			SYNONYM	SPECIES	Amphipsylla transbajkalica Wagner, 1930	Amphipsylla	transbajkalica				ICZN			
131600	x38				ACCEPTED	SPECIES	Amphipsylla prima Wagner, 1928	Amphipsylla	prima				ICZN			
132020	x38				ACCEPTED	SPECIES	Amphipsylla yadongensis Wang Chenggui & Wang Shenrong, 1988	Amphipsylla	yadongensis				ICZN			
132010	x38				ACCEPTED	SPECIES	Amphipsylla weiningensis Li Kuichen, 1992	Amphipsylla	weiningensis				ICZN			
132000	x38				ACCEPTED	SPECIES	Amphipsylla washingtona (Hubbard, 1954)	Amphipsylla	washingtona				ICZN			
x3A	xS				ACCEPTED	GENUS	Paractenopsyllus									
138620	x3A				ACCEPTED	SPECIES	Paractenopsyllus gemelli Duchemin, 2004	Paractenopsyllus	gemelli				ICZN			
138610	x3A				ACCEPTED	SPECIES	Paractenopsyllus duplantieri Duchemin, 2004	Paractenopsyllus	duplantieri				ICZN			
138630	x3A				ACCEPTED	SPECIES	Paractenopsyllus rouxi Duchemin, 2004	Paractenopsyllus	rouxi				ICZN			
132680	x3A				ACCEPTED	SPECIES	Paractenopsyllus grandidieri Klein, 1965	Paractenopsyllus	grandidieri				ICZN			
132700	x3A				ACCEPTED	SPECIES	Paractenopsyllus pauliani Lumaret, 1962	Paractenopsyllus	pauliani				ICZN			
132710	x3A				ACCEPTED	SPECIES	Paractenopsyllus petiti Klein, 1965	Paractenopsyllus	petiti				ICZN			
132690	x3A				ACCEPTED	SPECIES	Paractenopsyllus kerguisteli Wagner, 1938	Paractenopsyllus	kerguisteli				ICZN			
132670	x3A				ACCEPTED	SPECIES	Paractenopsyllus albignaci Klein, 1968	Paractenopsyllus	albignaci				ICZN			
138640	x3A				ACCEPTED	SPECIES	Paractenopsyllus juliamarinus Duchemin, 2004	Paractenopsyllus	juliamarinus				ICZN			
138660	x3A				ACCEPTED	SPECIES	Paractenopsyllus goodmani Duchemin, 2003	Paractenopsyllus	goodmani				ICZN			
138650	x3A				ACCEPTED	SPECIES	Paractenopsyllus ratovonjatovi Duchemin, 2004	Paractenopsyllus	ratovonjatovi				ICZN			
132740	x3A				ACCEPTED	SPECIES	Paractenopsyllus viettei Klein, 1965	Paractenopsyllus	viettei				ICZN			
132720	x3A				ACCEPTED	SPECIES	Paractenopsyllus randrianasoloi Klein, 1968	Paractenopsyllus	randrianasoloi				ICZN			
132730	x3A				ACCEPTED	SPECIES	Paractenopsyllus vauceli Klein, 1965	Paractenopsyllus	vauceli				ICZN			
x32	xS				ACCEPTED	GENUS	Leptopsylla									
132490	x32				ACCEPTED	SPECIES	Leptopsylla sexdentata (Wagner, 1930)	Leptopsylla	sexdentata				ICZN			
132510	x32				ACCEPTED	SPECIES	Leptopsylla taschenbergi (Wagner, 1898)	Leptopsylla	taschenbergi				ICZN			
132520	132510				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla taschenbergi taschenbergi (Wagner, 1898)	Leptopsylla	taschenbergi	taschenbergi			ICZN			
132530	132510				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla taschenbergi amitina Jordan & Rothschild, 1914	Leptopsylla	taschenbergi	amitina			ICZN			
132540	132510				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla taschenbergi calamana Jordan, 1951	Leptopsylla	taschenbergi	calamana			ICZN			
132550	132510				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla taschenbergi cressida Peus, 1954	Leptopsylla	taschenbergi	cressida			ICZN			
132500	x32				ACCEPTED	SPECIES	Leptopsylla sicistae (Tiflov & Kolpakova, 1937)	Leptopsylla	sicistae				ICZN			
132440	x32				ACCEPTED	SPECIES	Leptopsylla segnis (Schonherr, 1811)	Leptopsylla	segnis				ICZN			
132450		132440			SYNONYM	SPECIES	Typhlopsylla bisbidentatus (Kolenati, 1856)	Typhlopsylla	bisbidentatus				ICZN			
132460		132440			SYNONYM	SPECIES	Typhlopsylla mexicana (Baker, 1896)	Typhlopsylla	mexicana				ICZN			
132470		132440			SYNONYM	SPECIES	Typhlopsylla musculi (Dages, 1832)	Typhlopsylla	musculi				ICZN			
132480		132440			SYNONYM	SPECIES	Typhlopsylla quadridentatus (Kolenati, 1859)	Typhlopsylla	quadridentatus				ICZN			
132410	x32				ACCEPTED	SPECIES	Leptopsylla nana Argyropulo, 1946	Leptopsylla	nana				ICZN			
132430	x32				ACCEPTED	SPECIES	Leptopsylla sciurobia (Wagner, 1934)	Leptopsylla	sciurobia				ICZN			
132300	x32				ACCEPTED	SPECIES	Leptopsylla algira Jordan & Rothschild, 1912	Leptopsylla	algira				ICZN			
132350	132300				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla algira moroccana Grenier, 1957	Leptopsylla	algira	moroccana			ICZN			
132360	132300				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla algira popovi (Wagner & Argyropulo, 1934)	Leptopsylla	algira	popovi			ICZN			
132380	132300				ACCEPTED	INFRASPECIFIC_NAME	Leptopsylla algira serveti Beaucournu & Launay, 1978	Leptopsylla	algira	serveti			ICZN			
