dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	gbif:genericName	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
133200	x46				ACCEPTED	SPECIES	Peromyscopsylla udagawai Sakaguti & Jameson, 1959	Peromyscopsylla	udagawai				ICZN			
133160	x46				ACCEPTED	SPECIES	Peromyscopsylla takahasii Ono & Hasegawa, 1955	Peromyscopsylla	takahasii				ICZN			
133180	133160				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla takahasii michinoku Sakaguti, 1960	Peromyscopsylla	takahasii	michinoku			ICZN			
133170	133160				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla takahasii takahasii Ono & Hasegawa, 1955	Peromyscopsylla	takahasii	takahasii			ICZN			
132980	x46				ACCEPTED	SPECIES	Peromyscopsylla himalaica (Rothschild, 1915)	Peromyscopsylla	himalaica				ICZN			
133020	132980				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla himalaica sichuanoyunnana Xie Baoqi, Chen Ningyu & Liu Lianzhu, 1986	Peromyscopsylla	himalaica	sichuanoyunnana			ICZN			
133030	132980				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla himalaica sinica Li Kueichen & Wang Dwenching, 1959	Peromyscopsylla	himalaica	sinica			ICZN			
133000	132980				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla himalaica himalaica (Rothschild, 1915)	Peromyscopsylla	himalaica	himalaica			ICZN			
133010	132980				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla himalaica australishaanxia Zhang Jintong & Liu Chiying, 1985	Peromyscopsylla	himalaica	australishaanxia			ICZN			
132990		132980			SYNONYM	SUBSPECIES	Peromyscopsylla himalaica sinica Li & Wang, 1959	Peromyscopsylla	himalaica	sinica			ICZN			
133040	x46				ACCEPTED	SPECIES	Peromyscopsylla ino Nakagawa & Sakaguti, 1959	Peromyscopsylla	ino				ICZN			
132850	x46				ACCEPTED	SPECIES	Peromyscopsylla hamifer (Rothschild, 1906)	Peromyscopsylla	hamifer				ICZN			
132890	132850				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hamifer vigens (Jordan, 1937)	Peromyscopsylla	hamifer	vigens			ICZN			
132860	132850				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hamifer hamifer (Rothschild, 1906)	Peromyscopsylla	hamifer	hamifer			ICZN			
132870		132860			SYNONYM	SUBSPECIES	Peromyscopsylla hamifer markworthi Hubbard, 1949	Peromyscopsylla	hamifer	markworthi			ICZN			
132880	132850				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hamifer cuneata Johnson & Traub, 1954	Peromyscopsylla	hamifer	cuneata			ICZN			
132900	x46				ACCEPTED	SPECIES	Peromyscopsylla hesperomys (Baker, 1904)	Peromyscopsylla	hesperomys				ICZN			
132960	132900				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hesperomys pacifica Holland, 1949	Peromyscopsylla	hesperomys	pacifica			ICZN			
132970	132900				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hesperomys ravalliensis (Dunn, 1923)	Peromyscopsylla	hesperomys	ravalliensis			ICZN			
132920	132900				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hesperomys hesperomys (Baker, 1904)	Peromyscopsylla	hesperomys	hesperomys			ICZN			
132930	132900				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla hesperomys adelpha (Rothschild, 1915)	Peromyscopsylla	hesperomys	adelpha			ICZN			
132940		132900			SYNONYM	SPECIES	Peromyscopsylla hemisphaerium Stewart, 1940	Peromyscopsylla	hemisphaerium				ICZN			
132910		132900			SYNONYM	SPECIES	Peromyscopsylla spinifrons Fox, 1939	Peromyscopsylla	spinifrons				ICZN			
132950		132900			SYNONYM	SPECIES	Peromyscopsylla zempoalensis Barrera, 1954	Peromyscopsylla	zempoalensis				ICZN			
132840	x46				ACCEPTED	SPECIES	Peromyscopsylla fallax (Rothschild, 1909)	Peromyscopsylla	fallax				ICZN			
132830	x46				ACCEPTED	SPECIES	Peromyscopsylla ebrighti (C.Fox, 1926)	Peromyscopsylla	ebrighti				ICZN			
132810	x46				ACCEPTED	SPECIES	Peromyscopsylla catatina Jordan, 1928	Peromyscopsylla	catatina				ICZN			
132820	x46				ACCEPTED	SPECIES	Peromyscopsylla draco Hopkins, 1951	Peromyscopsylla	draco				ICZN			
133130	x46				ACCEPTED	SPECIES	Peromyscopsylla spectabilis (Rothschild, 1898)	Peromyscopsylla	spectabilis				ICZN			
133140	133130				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla spectabilis spectabilis (Rothschild, 1898)	Peromyscopsylla	spectabilis	spectabilis			ICZN			
133150	133130				ACCEPTED	INFRASPECIFIC_NAME	Peromyscopsylla spectabilis viatrix Beaucournu, 1975	Peromyscopsylla	spectabilis	viatrix			ICZN			
133190	x46				ACCEPTED	SPECIES	Peromyscopsylla tikhomirovae (Ioff, 1946)	Peromyscopsylla	tikhomirovae				ICZN			
133100	x46				ACCEPTED	SPECIES	Peromyscopsylla selenis (Rothschild, 1906)	Peromyscopsylla	selenis				ICZN			
133110		133100			SYNONYM	SPECIES	Peromyscopsylla duma Traub, 1944	Peromyscopsylla	duma				ICZN			
133120	x46				ACCEPTED	SPECIES	Peromyscopsylla silvatica (Meinert, 1896)	Peromyscopsylla	silvatica				ICZN			
133070	x46				ACCEPTED	SPECIES	Peromyscopsylla scaliforma Zhang Jintong & Liu Chiying, 1985	Peromyscopsylla	scaliforma				ICZN			
133090	x46				ACCEPTED	SPECIES	Peromyscopsylla segregata Sakaguti & Jameson, 1959	Peromyscopsylla	segregata				ICZN			
133050	x46				ACCEPTED	SPECIES	Peromyscopsylla ostsibirica (Scalon, 1936)	Peromyscopsylla	ostsibirica				ICZN			
133060		133050			SYNONYM	SUBSPECIES	Peromyscopsylla ostsibirica longiloba (Jordan, 1939)	Peromyscopsylla	ostsibirica	longiloba			ICZN			
133080	x46				ACCEPTED	SPECIES	Peromyscopsylla scotti I.Fox, 1939	Peromyscopsylla	scotti				ICZN			
x3Y	xS				ACCEPTED	GENUS	Desertopsylla									
133310	x3Y				ACCEPTED	SPECIES	Desertopsylla rothschildi (Argyropulo, 1946)	Desertopsylla	rothschildi				ICZN			
x42	xS				ACCEPTED	GENUS	Sigmactenus									
139010	x42				ACCEPTED	SPECIES	Sigmactenus timorensis Burden & Beaucournu, 2000	Sigmactenus	timorensis				ICZN			
139140	x42				ACCEPTED	SPECIES	Sigmactenus sulawesiensis Durden & Beaucournu, 2000	Sigmactenus	sulawesiensis				ICZN			
133250	x42				ACCEPTED	SPECIES	Sigmactenus toxopeusi Smit, 1953	Sigmactenus	toxopeusi				ICZN			
133240	x42				ACCEPTED	SPECIES	Sigmactenus celebensis Lewis & Jones, 1985	Sigmactenus	celebensis				ICZN			
133220	x42				ACCEPTED	SPECIES	Sigmactenus alticola Traub, 1954	Sigmactenus	alticola				ICZN			
139130	133220				ACCEPTED	INFRASPECIFIC_NAME	Sigmactenus alticola pilosus Durden & Beaucournu, 2000	Sigmactenus	alticola	pilosus			ICZN			
139120	133220				ACCEPTED	INFRASPECIFIC_NAME	Sigmactenus alticola crassinavis Durden & Beaucournu, 2000	Sigmactenus	alticola	crassinavis			ICZN			
133230	x42				ACCEPTED	SPECIES	Sigmactenus cavifrons Smit, 1975	Sigmactenus	cavifrons				ICZN			
133260	x42				ACCEPTED	SPECIES	Sigmactenus werneri Traub, 1950	Sigmactenus	werneri				ICZN			
x44	xS				ACCEPTED	GENUS	Tsaractenus									
139300	x44				ACCEPTED	SPECIES	Tsaractenus rodhaini Duchemin, 2003	Tsaractenus	rodhaini				ICZN			
133280	x44				ACCEPTED	SPECIES	Tsaractenus grenierri Klein, 1968	Tsaractenus	grenierri				ICZN			
x5G	xQ				ACCEPTED	FAMILY	Ceratophyllidae									
xJJ	x5G				ACCEPTED	GENUS	Opisodasys									
128750	xJJ				ACCEPTED	SPECIES	Opisodasys nesiotus Augustson, 1941	Opisodasys	nesiotus				ICZN			
128740	xJJ				ACCEPTED	SPECIES	Opisodasys keeni (Baker, 1896)	Opisodasys	keeni				ICZN			
128710	xJJ				ACCEPTED	SPECIES	Opisodasys vesperalis (Jordan, 1929)	Opisodasys	vesperalis				ICZN			
128720		128710			SYNONYM	SPECIES	Opisodasys jellisoni (female) Fox, 1941	Opisodasys	jellisoni (female)				ICZN			
128690	xJJ				ACCEPTED	SPECIES	Opisodasys pseudarctomys (Baker, 1904)	Opisodasys	pseudarctomys				ICZN			
128700		128690			SYNONYM	SPECIES	Opisodasys acasti (Rothschild, 1905)	Opisodasys	acasti				ICZN			
128800	xJJ				ACCEPTED	SPECIES	Opisodasys robustus (Jordan, 1925)	Opisodasys	robustus				ICZN			
128830	128800				ACCEPTED	INFRASPECIFIC_NAME	Opisodasys robustus mexicanus (Dampf, 1942)	Opisodasys	robustus	mexicanus			ICZN			
128810	128800				ACCEPTED	INFRASPECIFIC_NAME	Opisodasys robustus robustus (Jordan, 1925)	Opisodasys	robustus	robustus			ICZN			
128820		128800			SYNONYM	SPECIES	Opisodasys spatiosis Fox, 1940	Opisodasys	spatiosis				ICZN			
128790	xJJ				ACCEPTED	SPECIES	Opisodasys perotensis Dampf, 1942	Opisodasys	perotensis				ICZN			
128770	xJJ				ACCEPTED	SPECIES	Opisodasys enoplus (Rothschild, 1909)	Opisodasys	enoplus				ICZN			
128780	xJJ				ACCEPTED	SPECIES	Opisodasys hollandi Traub, 1947	Opisodasys	hollandi				ICZN			
xJN	x5G				ACCEPTED	GENUS	Pleochaetis									
129710	xJN				ACCEPTED	SPECIES	Pleochaetis exilis (Jordan, 1937)	Pleochaetis	exilis				ICZN			
129740		129710			SYNONYM	SUBSPECIES	Pleochaetis exilis triptus (Jordan, 1938)	Pleochaetis	exilis	triptus			ICZN			
129730		129710			SYNONYM	SUBSPECIES	Pleochaetis exilis opadus (Jordan, 1938)	Pleochaetis	exilis	opadus			ICZN			
129720		129710			SYNONYM	SUBSPECIES	Pleochaetis exilis kansensis (Hubbard, 1943)	Pleochaetis	exilis	kansensis			ICZN			
129760	xJN				ACCEPTED	SPECIES	Pleochaetis paramundus Traub, 1950	Pleochaetis	paramundus				ICZN			
129750	xJN				ACCEPTED	SPECIES	Pleochaetis mundus (Jordan & Rothschild, 1922)	Pleochaetis	mundus				ICZN			
xJL	x5G				ACCEPTED	GENUS	Paramonopsyllus									
129680	xJL				ACCEPTED	SPECIES	Paramonopsyllus desertus (Argyropulo, 1946)	Paramonopsyllus	desertus				ICZN			
129690	xJL				ACCEPTED	SPECIES	Paramonopsyllus scalonae (Vovchinskaya, 1950)	Paramonopsyllus	scalonae				ICZN			
xJQ	x5G				ACCEPTED	GENUS	Plusaetis									
129780	xJQ				ACCEPTED	SPECIES	Plusaetis apollinaris (Jordan & Rothschild, 1921)	Plusaetis	apollinaris				ICZN			
129800	xJQ				ACCEPTED	SPECIES	Plusaetis aztecus (Barrera, 1954)	Plusaetis	aztecus				ICZN			
129840	xJQ				ACCEPTED	SPECIES	Plusaetis equatoris (Jordan, 1933)	Plusaetis	equatoris				ICZN			
129850	xJQ				ACCEPTED	SPECIES	Plusaetis mathesoni (Traub, 1950)	Plusaetis	mathesoni				ICZN			
129790	xJQ				ACCEPTED	SPECIES	Plusaetis asetus (Traub, 1950)	Plusaetis	asetus				ICZN			
129810	xJQ				ACCEPTED	SPECIES	Plusaetis dolens (Jordan & Rothschild, 1914)	Plusaetis	dolens				ICZN			
129830	129810				ACCEPTED	INFRASPECIFIC_NAME	Plusaetis dolens quitanus (Jordan, 1931)	Plusaetis	dolens	quitanus			ICZN			
129820	129810				ACCEPTED	INFRASPECIFIC_NAME	Plusaetis dolens dolens (Jordan & Rothschild, 1914)	Plusaetis	dolens	dolens			ICZN			
129880	xJQ				ACCEPTED	SPECIES	Plusaetis sibynus (Jordan, 1925)	Plusaetis	sibynus				ICZN			
129890	129880				ACCEPTED	INFRASPECIFIC_NAME	Plusaetis sibynus sibynus (Jordan, 1925)	Plusaetis	sibynus	sibynus			ICZN			
129900	129880				ACCEPTED	INFRASPECIFIC_NAME	Plusaetis sibynus jordani (Barrera, 1955)	Plusaetis	sibynus	jordani			ICZN			
129910	xJQ				ACCEPTED	SPECIES	Plusaetis smiti (Johnson, 1954)	Plusaetis	smiti				ICZN			
129870	xJQ				ACCEPTED	SPECIES	Plusaetis ponsi (Barrera, 1955)	Plusaetis	ponsi				ICZN			
129860	xJQ				ACCEPTED	SPECIES	Plusaetis parus (Traub, 1950)	Plusaetis	parus				ICZN			
129920	xJQ				ACCEPTED	SPECIES	Plusaetis soberoni (Barrera, 1958)	Plusaetis	soberoni				ICZN			
129930	xJQ				ACCEPTED	SPECIES	Plusaetis vermiformis (Traub, 1950)	Plusaetis	vermiformis				ICZN			
xJS	x5G				ACCEPTED	GENUS	Rowleyella									
129970	xJS				ACCEPTED	SPECIES	Rowleyella arborea Lewis, 1971	Rowleyella	arborea				ICZN			
129990	xJS				ACCEPTED	SPECIES	Rowleyella gongshanensis Gong Zhengda & Duan Xingdi, 1989	Rowleyella	gongshanensis				ICZN			
129980	xJS				ACCEPTED	SPECIES	Rowleyella nujiangensis Lin Jiabing & Xie Baoqi, 1990	Rowleyella	nujiangensis				ICZN			
xJU	x5G				ACCEPTED	GENUS	Rostropsylla									
129950	xJU				ACCEPTED	SPECIES	Rostropsylla daca (Jordan & Rothschild, 1911)	Rostropsylla	daca				ICZN			
xJW	x5G				ACCEPTED	GENUS	Smitipsylla									
130030	xJW				ACCEPTED	SPECIES	Smitipsylla quadrata Xie Baoqi & Li Changjiang, 1990	Smitipsylla	quadrata				ICZN			
130020	xJW				ACCEPTED	SPECIES	Smitipsylla prodigiosa Smit, 1975	Smitipsylla	prodigiosa				ICZN			
130010	xJW				ACCEPTED	SPECIES	Smitipsylla maseri Lewis, 1971	Smitipsylla	maseri				ICZN			
xK2	x5G				ACCEPTED	GENUS	Syngenopsyllus									
130070	xK2				ACCEPTED	SPECIES	Syngenopsyllus calceatus (Rothschild, 1905)	Syngenopsyllus	calceatus				ICZN			
130080	xK2				ACCEPTED	SPECIES	Syngenopsyllus lui Li Kuei-chen, 1995	Syngenopsyllus	lui				ICZN			
xJY	x5G				ACCEPTED	GENUS	Spuropsylla									
130050	xJY				ACCEPTED	SPECIES	Spuropsylla monoseta Li Kueichen, Xie Baoqi & Gong Zhengda, 1982	Spuropsylla	monoseta				ICZN			
xK4	x5G				ACCEPTED	GENUS	Tarsopsylla									
130110	xK4				ACCEPTED	SPECIES	Tarsopsylla octodecimdentata (Kolenati, 1863)	Tarsopsylla	octodecimdentata				ICZN			
130130	130110				ACCEPTED	INFRASPECIFIC_NAME	Tarsopsylla octodecimdentata octodecimdentata (Kolenati, 1863)	Tarsopsylla	octodecimdentata	octodecimdentata			ICZN			
130140	130110				ACCEPTED	INFRASPECIFIC_NAME	Tarsopsylla octodecimdentata coloradensis (Baker, 1895)	Tarsopsylla	octodecimdentata	coloradensis			ICZN			
130150		130110			SYNONYM	SPECIES	Ctenonotus jellisoni (male) (Fox, 1941)	Ctenonotus	jellisoni (male)				ICZN			
130120		130110			SYNONYM	SPECIES	Ctenonotus uralensis (Wagner, 1898)	Ctenonotus	uralensis				ICZN			
xGW	x5G				ACCEPTED	GENUS	Amalaraeus									
122530	xGW				ACCEPTED	SPECIES	Amalaraeus arvicolae (Ioff, 1948)	Amalaraeus	arvicolae				ICZN			
122560		122530			SYNONYM	SUBSPECIES	Amalaraeus arvicolae smitianus (Rosicky, 1959)	Amalaraeus	arvicolae	smitianus			ICZN			
122540		122530			SYNONYM	SPECIES	Amalaraeus dioplesius (Peus, 1958)	Amalaraeus	dioplesius				ICZN			
122550		122530			SYNONYM	SPECIES	Amalaraeus furkotensis (Rosicky, 1955)	Amalaraeus	furkotensis				ICZN			
122500	xGW				ACCEPTED	SPECIES	Amalaraeus andersoni (Rothschild, 1908)	Amalaraeus	andersoni				ICZN			
122520	122500				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus andersoni ioffi (Darskaya, 1949)	Amalaraeus	andersoni	ioffi			ICZN			
122510	122500				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus andersoni andersoni (Rothschild, 1908)	Amalaraeus	andersoni	andersoni			ICZN			
122650	xGW				ACCEPTED	SPECIES	Amalaraeus penicilliger (Grube, 1851)	Amalaraeus	penicilliger				ICZN			
122710	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger mustelae (Dale, 1878)	Amalaraeus	penicilliger	mustelae			ICZN			
122730	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger pedias (Rothschild, 1911)	Amalaraeus	penicilliger	pedias			ICZN			
122740		122730			SYNONYM	SUBSPECIES	Amalaraeus penicilliger demotus (Ioff, 1946)	Amalaraeus	penicilliger	demotus			ICZN			
122660	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger penicilliger (Grube, 1851)	Amalaraeus	penicilliger	penicilliger			ICZN			
122750	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger pyrenaicus Brinck-Lindroth, 1974	Amalaraeus	penicilliger	pyrenaicus			ICZN			
122770	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger vallis (Ioff, 1946)	Amalaraeus	penicilliger	vallis			ICZN			
122760	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger syrt (Ioff, 1946)	Amalaraeus	penicilliger	syrt			ICZN			
122680	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger kratochvili (Rosicky, 1955)	Amalaraeus	penicilliger	kratochvili			ICZN			
122700		122680			SYNONYM	SUBSPECIES	Amalaraeus penicilliger nivalis (Yurkina, 1961)	Amalaraeus	penicilliger	nivalis			ICZN			
122690		122680			SYNONYM	SUBSPECIES	Amalaraeus penicilliger bohemicus (Rosicky, 1957)	Amalaraeus	penicilliger	bohemicus			ICZN			
138440	122650				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus penicilliger longidigitus Ye, Ye, Jiang & Yu, 1999	Amalaraeus	penicilliger	longidigitus			ICZN			
122670		122650			SYNONYM	SPECIES	Amalaraeus penicilliger (Kolenati, 1863)	Amalaraeus	penicilliger				ICZN			
122720		122650			SYNONYM	SPECIES	Amalaraeus mustelae (Wagner, 1898)	Amalaraeus	mustelae				ICZN			
122630	xGW				ACCEPTED	SPECIES	Amalaraeus dobbsi (Hubbard, 1940)	Amalaraeus	dobbsi				ICZN			
122640	xGW				ACCEPTED	SPECIES	Amalaraeus improvisus (Ioff, 1946)	Amalaraeus	improvisus				ICZN			
122570	xGW				ACCEPTED	SPECIES	Amalaraeus dissimilis (Jordan, 1938)	Amalaraeus	dissimilis				ICZN			
122580	122570				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus dissimilis dissimilis (Jordan, 1938)	Amalaraeus	dissimilis	dissimilis			ICZN			
122610	122570				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus dissimilis athabascae (Holland, 1952)	Amalaraeus	dissimilis	athabascae			ICZN			
122590	122570				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus dissimilis angularis (Tsai Liyuen, Wu Wenching & Liu Chiying, 1974)	Amalaraeus	dissimilis	angularis			ICZN			
122600	122570				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus dissimilis angulatus (Violovich, 1961)	Amalaraeus	dissimilis	angulatus			ICZN			
122620	122570				ACCEPTED	INFRASPECIFIC_NAME	Amalaraeus dissimilis daghestanicus Labunets, 1982	Amalaraeus	dissimilis	daghestanicus			ICZN			
122780	xGW				ACCEPTED	SPECIES	Amalaraeus steineri (Peus, 1977)	Amalaraeus	steineri				ICZN			
122440	xGU				ACCEPTED	SPECIES	Aetheca wagneri (Baker, 1904)	Aetheca	wagneri				ICZN			
122480		122440			SYNONYM	SUBSPECIES	Aetheca wagneri systaltus (Jordan, 1929)	Aetheca	wagneri	systaltus			ICZN			
122470		122440			SYNONYM	SUBSPECIES	Aetheca wagneri ophidius (Jordan, 1929)	Aetheca	wagneri	ophidius			ICZN			
122460		122440			SYNONYM	SUBSPECIES	Aetheca wagneri kylei (Hubbard, 1949)	Aetheca	wagneri	kylei			ICZN			
122450		122440			SYNONYM	SPECIES	Aetheca peromysci (Stewart, 1928)	Aetheca	peromysci				ICZN			
122420	xGU				ACCEPTED	SPECIES	Aetheca thamba (Jordan, 1929)	Aetheca	thamba				ICZN			
122430		122420			SYNONYM	SPECIES	Aetheca bakeri (Wagner, 1933)	Aetheca	bakeri				ICZN			
xGS	x5G				ACCEPTED	GENUS	Aenigmopsylla									
122400	xGS				ACCEPTED	SPECIES	Aenigmopsylla grodekovi Sychevsky, 1950	Aenigmopsylla	grodekovi				ICZN			
xHC	x5G				ACCEPTED	GENUS	Thrassis									
130250	xHC				ACCEPTED	SPECIES	Thrassis aridis Prince, 1944	Thrassis	aridis				ICZN			
130290	130250				ACCEPTED	INFRASPECIFIC_NAME	Thrassis aridis hoffmani (Hubbard, 1949)	Thrassis	aridis	hoffmani			ICZN			
130270	130250				ACCEPTED	INFRASPECIFIC_NAME	Thrassis aridis arcuatus Stark, 1957	Thrassis	aridis	arcuatus			ICZN			
130260	130250				ACCEPTED	INFRASPECIFIC_NAME	Thrassis aridis aridis Prince, 1944	Thrassis	aridis	aridis			ICZN			
130280	130250				ACCEPTED	INFRASPECIFIC_NAME	Thrassis aridis campestris Prince, 1944	Thrassis	aridis	campestris			ICZN			
130190	xHC				ACCEPTED	SPECIES	Thrassis acamantis (Rothschild, 1905)	Thrassis	acamantis				ICZN			
130230	130190				ACCEPTED	INFRASPECIFIC_NAME	Thrassis acamantis pristinus Stark, 1957	Thrassis	acamantis	pristinus			ICZN			
130220	130190				ACCEPTED	INFRASPECIFIC_NAME	Thrassis acamantis media (Stark, 1970)	Thrassis	acamantis	media			ICZN			
130240	130190				ACCEPTED	INFRASPECIFIC_NAME	Thrassis acamantis utahensis Wagner, 1936	Thrassis	acamantis	utahensis			ICZN			
130210	130190				ACCEPTED	INFRASPECIFIC_NAME	Thrassis acamantis howelli (Jordan, 1925)	Thrassis	acamantis	howelli			ICZN			
130200	130190				ACCEPTED	INFRASPECIFIC_NAME	Thrassis acamantis acamantis (Rothschild, 1905)	Thrassis	acamantis	acamantis			ICZN			
130300	xHC				ACCEPTED	SPECIES	Thrassis arizonensis (Baker, 1898)	Thrassis	arizonensis				ICZN			
130330		130300			SYNONYM	SUBSPECIES	Thrassis arizonensis littoris (Jordan, 1929)	Thrassis	arizonensis	littoris			ICZN			
130310		130300			SYNONYM	SPECIES	Nomadopsylla desertorum Stewart, 1937	Nomadopsylla	desertorum				ICZN			
130320		130300			SYNONYM	SPECIES	Nomadopsylla proximus (Baker, 1904)	Nomadopsylla	proximus				ICZN			
130340	xHC				ACCEPTED	SPECIES	Thrassis augustsoni Hubbard, 1949	Thrassis	augustsoni				ICZN			
130430	xHC				ACCEPTED	SPECIES	Thrassis fotas (Jordan, 1925)	Thrassis	fotas				ICZN			
130440		130430			SYNONYM	SPECIES	Nomadopsylla brennani Augustson, 1944	Nomadopsylla	brennani				ICZN			
130450		130430			SYNONYM	SPECIES	Nomadopsylla citelli (Stewart, 1928)	Nomadopsylla	citelli				ICZN			
130460		130430			SYNONYM	SPECIES	Nomadopsylla princei Hubbard, 1943	Nomadopsylla	princei				ICZN			
130350	xHC				ACCEPTED	SPECIES	Thrassis bacchi (Rothschild, 1905)	Thrassis	bacchi				ICZN			
130410	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi pansus (Jordan, 1925)	Thrassis	bacchi	pansus			ICZN			
130420	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi setosis Prince, 1944	Thrassis	bacchi	setosis			ICZN			
130390	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi gladiolis (Jordan, 1925)	Thrassis	bacchi	gladiolis			ICZN			
130400	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi johnsoni (Hubbard, 1949)	Thrassis	bacchi	johnsoni			ICZN			
130370	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi caducus (Jordan, 1930)	Thrassis	bacchi	caducus			ICZN			
130360	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi bacchi (Rothschild, 1905)	Thrassis	bacchi	bacchi			ICZN			
130380	130350				ACCEPTED	INFRASPECIFIC_NAME	Thrassis bacchi consimilis Stark, 1957	Thrassis	bacchi	consimilis			ICZN			
130620	xHC				ACCEPTED	SPECIES	Thrassis stanfordi Wagner, 1936	Thrassis	stanfordi				ICZN			
130570	xHC				ACCEPTED	SPECIES	Thrassis spenceri Wagner, 1936	Thrassis	spenceri				ICZN			
130600	130570				ACCEPTED	INFRASPECIFIC_NAME	Thrassis spenceri spenceri Wagner, 1936	Thrassis	spenceri	spenceri			ICZN			
130610	130570				ACCEPTED	INFRASPECIFIC_NAME	Thrassis spenceri alpinus Stark, 1957	Thrassis	spenceri	alpinus			ICZN			
130590		130570			SYNONYM	SUBSPECIES	Thrassis spenceri vancouverensis Stark, 1957	Thrassis	spenceri	vancouverensis			ICZN			
130580		130570			SYNONYM	SPECIES	Nomadopsylla fousti Hubbard, 1954	Nomadopsylla	fousti				ICZN			
130550	xHC				ACCEPTED	SPECIES	Thrassis peninsularis Lewis, 1994	Thrassis	peninsularis				ICZN			
130470	xHC				ACCEPTED	SPECIES	Thrassis francisi (C.Fox, 1927)	Thrassis	francisi				ICZN			
130500	130470				ACCEPTED	INFRASPECIFIC_NAME	Thrassis francisi rockwoodi Hubbard, 1942	Thrassis	francisi	rockwoodi			ICZN			
130510	130470				ACCEPTED	INFRASPECIFIC_NAME	Thrassis francisi sierrae Stark, 1970	Thrassis	francisi	sierrae			ICZN			
130480	130470				ACCEPTED	INFRASPECIFIC_NAME	Thrassis francisi francisi (C.Fox, 1927)	Thrassis	francisi	francisi			ICZN			
130490	130470				ACCEPTED	INFRASPECIFIC_NAME	Thrassis francisi barnesi Stark, 1970	Thrassis	francisi	barnesi			ICZN			
130560	xHC				ACCEPTED	SPECIES	Thrassis petiolatus (Baker, 1904)	Thrassis	petiolatus				ICZN			
130520	xHC				ACCEPTED	SPECIES	Thrassis pandorae Jellison, 1937	Thrassis	pandorae				ICZN			
130530	130520				ACCEPTED	INFRASPECIFIC_NAME	Thrassis pandorae pandorae Jellison, 1937	Thrassis	pandorae	pandorae			ICZN			
130540	130520				ACCEPTED	INFRASPECIFIC_NAME	Thrassis pandorae jellisoni Hubbard, 1940	Thrassis	pandorae	jellisoni			ICZN			
xHE	x5G				ACCEPTED	GENUS	Traubella									
130650	xHE				ACCEPTED	SPECIES	Traubella grundmanni Egoscue, 1989	Traubella	grundmanni				ICZN			
130640	xHE				ACCEPTED	SPECIES	Traubella neotomae (I.Fox, 1940)	Traubella	neotomae				ICZN			
xHG	x5G				ACCEPTED	GENUS	Dactylopsylla									
130690	xHG				ACCEPTED	SPECIES	Dactylopsylla bluei (C.Fox, 1909)	Dactylopsylla	bluei				ICZN			
130720	130690				ACCEPTED	INFRASPECIFIC_NAME	Dactylopsylla bluei psila Prince & Stark, 1951	Dactylopsylla	bluei	psila			ICZN			
130710	130690				ACCEPTED	INFRASPECIFIC_NAME	Dactylopsylla bluei bluei (C.Fox, 1909)	Dactylopsylla	bluei	bluei			ICZN			
