"TPTdataset","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","infraorder","superfamily","subfamily","canonicalName","dupe_dataset"
"FMNH","116",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","FMNH"
"NMNH","67",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Nosopsyllus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus","NMNH"
"NMNH","91",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus","NMNH"
"NMNH","211",NA,NA,NA,NA,NA,NA,NA,"Polygenis (Polygenis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Rhopalopsyllidae","Polygenis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygenis","NMNH"
"NMNH","239",NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Pygiopsyllidae","Pygiopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla","NMNH"
"NMNH","251",NA,NA,NA,NA,NA,NA,NA,"Dinopsyllus (Dinopsyllus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Hystrichopsyllidae","Dinopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinopsyllus","NMNH"
"NMNH","287",NA,NA,NA,NA,NA,NA,NA,"Pulex (Pulex)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Pulicidae","Pulex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex","NMNH"
"NMNH","482",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus (Gerbillophilus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus","NMNH"
"NMNH","624",NA,NA,NA,NA,NA,NA,NA,"Dinopsyllus (Dinopsyllus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Hystrichopsyllidae","Dinopsyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinopsyllus","NMNH"
"NMNH","831",NA,NA,NA,NA,NA,NA,NA,"Pulex (Pulex)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Pulicidae","Pulex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex","NMNH"
"NMNH","933",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Diamanus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","NMNH"
"NMNH","937",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","NMNH"
"NMNH","963",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Oropsylla)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","NMNH"
"NMNH","1025",NA,NA,NA,NA,NA,NA,NA,"Polygenis (Polygenis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Rhopalopsyllidae","Polygenis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygenis","NMNH"
"NMNH","1046",NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Pygiopsyllidae","Pygiopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla","NMNH"
